timestamp,observed_replicas,observed_ttft,observed_itl
2025-11-28 23:26:27.376000+00:00,2,0.0,0.0
2025-11-28 23:26:27.397000+00:00,2,0.0,0.0
2025-11-28 23:26:57.404000+00:00,1,0.0,0.0
2025-11-28 23:26:57.443000+00:00,1,0.0,0.0
2025-11-28 23:27:27.428000+00:00,1,0.0,0.0
2025-11-28 23:27:27.459000+00:00,1,0.0,0.0
2025-11-28 23:27:57.447000+00:00,1,0.0,0.0
2025-11-28 23:27:57.475000+00:00,1,0.0,0.0
2025-11-28 23:28:27.476000+00:00,1,0.0,0.0
2025-11-28 23:28:27.494000+00:00,1,0.0,0.0
2025-11-28 23:28:57.498000+00:00,1,0.0,0.0
2025-11-28 23:28:57.515000+00:00,1,0.0,0.0
2025-11-28 23:29:27.522000+00:00,1,0.0,0.0
2025-11-28 23:29:27.538000+00:00,1,0.0,0.0
2025-11-28 23:29:57.549000+00:00,1,24.69,10.74
2025-11-28 23:29:57.575000+00:00,1,24.69,10.74
2025-11-28 23:30:27.582000+00:00,1,24.74,11.91
2025-11-28 23:30:27.602000+00:00,1,24.74,11.91
2025-11-28 23:30:57.607000+00:00,1,21.97,11.28
2025-11-28 23:30:57.640000+00:00,1,21.97,11.28
2025-11-28 23:31:27.642000+00:00,1,25.31,12.12
2025-11-28 23:31:27.666000+00:00,1,25.31,12.12
2025-11-28 23:31:57.667000+00:00,1,41.15,22.33
2025-11-28 23:31:57.694000+00:00,1,41.15,22.33
2025-11-28 23:32:27.698000+00:00,2,67.57,40.57
2025-11-28 23:32:27.724000+00:00,2,67.57,40.57
2025-11-28 23:32:57.729000+00:00,2,101.66,63.47
2025-11-28 23:32:57.754000+00:00,2,101.66,63.47
2025-11-28 23:33:27.762000+00:00,2,4508.62,65.07
2025-11-28 23:33:27.786000+00:00,2,4510.87,65.07
2025-11-28 23:33:57.790000+00:00,3,68.56,43.75
2025-11-28 23:33:57.815000+00:00,3,68.56,43.75
2025-11-28 23:34:27.899000+00:00,3,54.44,33.25
2025-11-28 23:34:27.924000+00:00,3,54.44,33.25
2025-11-28 23:34:57.930000+00:00,3,26.74,15.93
2025-11-28 23:34:57.956000+00:00,3,26.74,15.94
2025-11-28 23:35:27.968000+00:00,3,23.41,12.6
2025-11-28 23:35:27.994000+00:00,3,23.41,12.6
2025-11-28 23:35:58.001000+00:00,2,23.37,12.13
2025-11-28 23:35:58.027000+00:00,2,23.37,12.13
2025-11-28 23:36:28.180000+00:00,3,23.47,11.91
2025-11-28 23:36:28.214000+00:00,3,23.48,11.91
2025-11-28 23:36:58.219000+00:00,2,23.11,11.82
2025-11-28 23:36:58.250000+00:00,2,23.11,11.82
2025-11-28 23:37:28.258000+00:00,2,23.08,11.56
2025-11-28 23:37:28.284000+00:00,2,23.08,11.56
2025-11-28 23:37:58.288000+00:00,2,23.69,12.47
2025-11-28 23:37:58.314000+00:00,2,23.69,12.47
2025-11-28 23:38:28.393000+00:00,2,23.03,11.27
2025-11-28 23:38:28.419000+00:00,2,23.03,11.27
2025-11-28 23:38:58.425000+00:00,2,21.37,10.21
2025-11-28 23:38:58.499000+00:00,2,21.37,10.21
2025-11-28 23:39:28.460000+00:00,1,0.0,0.0
2025-11-28 23:39:28.526000+00:00,1,0.0,0.0
2025-11-28 23:39:58.481000+00:00,1,0.0,0.0
2025-11-28 23:39:58.541000+00:00,1,0.0,0.0
2025-11-28 23:40:28.583000+00:00,1,0.0,0.0
2025-11-28 23:40:28.613000+00:00,1,0.0,0.0
