timestamp,slo_itl,slo_ttft
2025-11-28 23:23:57.007000+00:00,10,1000
2025-11-28 23:23:57.017000+00:00,10,1000
2025-11-28 23:24:27.021000+00:00,10,1000
2025-11-28 23:24:27.026000+00:00,10,1000
2025-11-28 23:24:57.030000+00:00,10,1000
2025-11-28 23:24:57.035000+00:00,10,1000
2025-11-28 23:25:27.045000+00:00,10,1000
2025-11-28 23:25:27.050000+00:00,10,1000
2025-11-28 23:25:57.053000+00:00,10,1000
2025-11-28 23:25:57.058000+00:00,10,1000
2025-11-28 23:26:27.364000+00:00,10,1000
2025-11-28 23:26:27.389000+00:00,10,1000
2025-11-28 23:26:57.393000+00:00,10,1000
2025-11-28 23:26:57.418000+00:00,10,1000
2025-11-28 23:27:27.419000+00:00,10,1000
2025-11-28 23:27:27.451000+00:00,10,1000
2025-11-28 23:27:57.437000+00:00,10,1000
2025-11-28 23:27:57.466000+00:00,10,1000
2025-11-28 23:28:27.467000+00:00,10,1000
2025-11-28 23:28:27.484000+00:00,10,1000
2025-11-28 23:28:57.487000+00:00,10,1000
2025-11-28 23:28:57.507000+00:00,10,1000
2025-11-28 23:29:27.512000+00:00,10,1000
2025-11-28 23:29:27.530000+00:00,10,1000
2025-11-28 23:29:57.539000+00:00,10,1000
2025-11-28 23:29:57.566000+00:00,10,1000
2025-11-28 23:30:27.569000+00:00,10,1000
2025-11-28 23:30:27.594000+00:00,10,1000
2025-11-28 23:30:57.598000+00:00,10,1000
2025-11-28 23:30:57.627000+00:00,10,1000
2025-11-28 23:31:27.632000+00:00,10,1000
2025-11-28 23:31:27.657000+00:00,10,1000
2025-11-28 23:31:57.658000+00:00,10,1000
2025-11-28 23:31:57.685000+00:00,10,1000
2025-11-28 23:32:27.688000+00:00,10,1000
2025-11-28 23:32:27.716000+00:00,10,1000
2025-11-28 23:32:57.720000+00:00,10,1000
2025-11-28 23:32:57.746000+00:00,10,1000
2025-11-28 23:33:27.754000+00:00,10,1000
2025-11-28 23:33:27.778000+00:00,10,1000
2025-11-28 23:33:57.781000+00:00,10,1000
2025-11-28 23:33:57.807000+00:00,10,1000
2025-11-28 23:34:27.889000+00:00,10,1000
2025-11-28 23:34:27.916000+00:00,10,1000
2025-11-28 23:34:57.919000+00:00,10,1000
2025-11-28 23:34:57.947000+00:00,10,1000
2025-11-28 23:35:27.958000+00:00,10,1000
2025-11-28 23:35:27.986000+00:00,10,1000
2025-11-28 23:35:57.990000+00:00,10,1000
2025-11-28 23:35:58.018000+00:00,10,1000
2025-11-28 23:36:28.076000+00:00,10,1000
2025-11-28 23:36:28.205000+00:00,10,1000
2025-11-28 23:36:58.208000+00:00,10,1000
2025-11-28 23:36:58.238000+00:00,10,1000
2025-11-28 23:37:28.248000+00:00,10,1000
2025-11-28 23:37:28.275000+00:00,10,1000
2025-11-28 23:37:58.278000+00:00,10,1000
2025-11-28 23:37:58.305000+00:00,10,1000
2025-11-28 23:38:28.383000+00:00,10,1000
2025-11-28 23:38:28.410000+00:00,10,1000
2025-11-28 23:38:58.414000+00:00,10,1000
2025-11-28 23:38:58.489000+00:00,10,1000
2025-11-28 23:39:28.450000+00:00,10,1000
2025-11-28 23:39:28.517000+00:00,10,1000
2025-11-28 23:39:58.471000+00:00,10,1000
2025-11-28 23:39:58.532000+00:00,10,1000
2025-11-28 23:40:28.495000+00:00,10,1000
2025-11-28 23:40:28.594000+00:00,10,1000
