timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-10 02:54:05.096000+00:00,3,0.0,0.0
2025-12-10 02:55:05.124000+00:00,3,0.0,0.0
2025-12-10 02:56:05.156000+00:00,1,16.6,7.71
2025-12-10 02:57:05.198000+00:00,1,17.48,8.9
2025-12-10 02:58:05.239000+00:00,1,25.82,12.8
2025-12-10 02:59:05.294000+00:00,1,45.31,26.9
2025-12-10 03:00:05.341000+00:00,1,59.99,36.51
2025-12-10 03:01:05.387000+00:00,1,80.24,49.0
2025-12-10 03:02:05.500000+00:00,2,59.74,37.5
2025-12-10 03:03:05.544000+00:00,2,28.78,15.48
2025-12-10 03:04:05.593000+00:00,2,21.12,10.44
2025-12-10 03:05:05.628000+00:00,3,15.62,7.99
2025-12-10 03:06:05.669000+00:00,1,20.18,10.07
2025-12-10 03:07:05.701000+00:00,1,21.8,10.83
2025-12-10 03:08:05.737000+00:00,1,20.84,10.45
2025-12-10 03:09:05.795000+00:00,1,21.74,10.42
2025-12-10 03:10:05.840000+00:00,2,20.91,10.07
2025-12-10 03:11:05.881000+00:00,2,17.02,8.34
2025-12-10 03:12:05.924000+00:00,1,21.55,10.43
2025-12-10 03:13:05.967000+00:00,1,20.58,9.84
2025-12-10 03:14:06.014000+00:00,1,20.46,9.95
2025-12-10 03:15:06.058000+00:00,1,20.76,10.07
2025-12-10 03:16:06.105000+00:00,1,17.72,8.3
2025-12-10 03:17:06.153000+00:00,1,17.47,8.21
2025-12-10 03:18:06.196000+00:00,1,17.32,8.12
2025-12-10 03:19:06.235000+00:00,1,18.35,8.51
2025-12-10 03:20:06.277000+00:00,1,17.7,8.31
2025-12-10 03:21:06.312000+00:00,1,17.3,8.44
2025-12-10 03:22:06.365000+00:00,1,17.65,8.35
2025-12-10 03:23:06.400000+00:00,1,17.53,8.5
2025-12-10 03:24:06.440000+00:00,1,18.08,8.26
2025-12-10 03:25:06.483000+00:00,1,17.38,8.16
2025-12-10 03:26:06.552000+00:00,1,16.83,8.01
2025-12-10 03:27:06.592000+00:00,1,0.0,0.0
