timestamp,pod,kv_cache_usage,kv_cache_pct
2025-12-03 21:41:48.930000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.0,0.0
2025-12-03 21:42:48.967000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.0,0.0
2025-12-03 21:43:48.992000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.0,0.0
2025-12-03 21:44:49.014000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.0,0.0
2025-12-03 21:45:49.037000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.0,0.0
2025-12-03 21:46:49.060000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.0,0.0
2025-12-03 21:47:49.087000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.09,9.0
2025-12-03 21:48:49.112000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.079,7.9
2025-12-03 21:49:49.142000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.337,33.7
2025-12-03 21:50:49.177000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.439,43.9
2025-12-03 21:50:49.177000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c69sf9,0.007,0.7
2025-12-03 21:51:49.267000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.081,8.1
2025-12-03 21:51:49.267000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c69sf9,0.035,3.5
2025-12-03 21:51:49.267000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cvmvzq,0.052,5.2
2025-12-03 21:52:49.301000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.057,5.7
2025-12-03 21:52:49.301000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4crr7g2,0.048,4.8
2025-12-03 21:52:49.301000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cvmvzq,0.037,3.7
2025-12-03 21:52:49.301000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4csfs9d,0.069,6.9
2025-12-03 21:52:49.301000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c4ssqn,0.028,2.8
2025-12-03 21:53:49.338000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.041,4.1
2025-12-03 21:53:49.338000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4crr7g2,0.039,3.9
2025-12-03 21:53:49.338000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cvmvzq,0.039,3.9
2025-12-03 21:53:49.338000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4csfs9d,0.041,4.1
2025-12-03 21:53:49.338000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c4ssqn,0.051,5.1
2025-12-03 21:54:49.375000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.06,6.0
2025-12-03 21:54:49.375000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4crr7g2,0.031,3.1
2025-12-03 21:54:49.375000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cvmvzq,0.049,4.9
2025-12-03 21:54:49.375000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4csfs9d,0.065,6.5
2025-12-03 21:55:49.405000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.06,6.0
2025-12-03 21:55:49.405000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cvmvzq,0.056,5.6
2025-12-03 21:55:49.405000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4csfs9d,0.051,5.1
2025-12-03 21:56:49.457000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.0,0.0
2025-12-03 21:56:49.457000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cvmvzq,0.0,0.0
2025-12-03 21:56:49.457000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4csfs9d,0.02,2.0
2025-12-03 21:57:49.491000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.0,0.0
2025-12-03 21:57:49.491000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4csfs9d,0.0,0.0
