timestamp,slo_itl,slo_ttft
2025-12-03 21:41:48.940000+00:00,10,1000
2025-12-03 21:42:48.967000+00:00,10,1000
2025-12-03 21:43:48.992000+00:00,10,1000
2025-12-03 21:44:49.015000+00:00,10,1000
2025-12-03 21:45:49.037000+00:00,10,1000
2025-12-03 21:46:49.060000+00:00,10,1000
2025-12-03 21:47:49.087000+00:00,10,1000
2025-12-03 21:48:49.113000+00:00,10,1000
2025-12-03 21:49:49.143000+00:00,10,1000
2025-12-03 21:50:49.178000+00:00,10,1000
2025-12-03 21:51:49.267000+00:00,10,1000
2025-12-03 21:52:49.312000+00:00,10,1000
2025-12-03 21:53:49.338000+00:00,10,1000
2025-12-03 21:54:49.376000+00:00,10,1000
2025-12-03 21:55:49.405000+00:00,10,1000
2025-12-03 21:56:49.457000+00:00,10,1000
2025-12-03 21:57:49.491000+00:00,10,1000
