timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-03 21:41:48.952000+00:00,1,0.0,0.0
2025-12-03 21:42:48.976000+00:00,1,0.0,0.0
2025-12-03 21:43:49.002000+00:00,1,0.0,0.0
2025-12-03 21:44:49.024000+00:00,1,0.0,0.0
2025-12-03 21:45:49.046000+00:00,1,0.0,0.0
2025-12-03 21:46:49.073000+00:00,1,0.0,0.0
2025-12-03 21:47:49.097000+00:00,1,22.74,11.42
2025-12-03 21:48:49.123000+00:00,1,21.75,10.9
2025-12-03 21:49:49.152000+00:00,3,36.87,20.37
2025-12-03 21:50:49.188000+00:00,6,40.1,22.43
2025-12-03 21:51:49.278000+00:00,8,18.59,9.8
2025-12-03 21:52:49.322000+00:00,5,18.86,9.84
2025-12-03 21:53:49.349000+00:00,5,18.15,9.42
2025-12-03 21:54:49.387000+00:00,3,19.86,10.15
2025-12-03 21:55:49.415000+00:00,4,19.48,9.68
2025-12-03 21:56:49.468000+00:00,3,18.69,8.3
2025-12-03 21:57:49.501000+00:00,1,0.0,0.0
