timestamp,pod,kv_cache_usage,kv_cache_pct
2025-12-10 04:25:53.995000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
2025-12-10 04:26:54.330000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
2025-12-10 04:27:54.368000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.037,3.7
2025-12-10 04:28:54.425000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.112,11.2
2025-12-10 04:29:54.467000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.35,35.0
2025-12-10 04:30:54.506000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.499,49.9
2025-12-10 04:31:54.568000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.683,68.3
2025-12-10 04:32:54.618000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.767,76.7
2025-12-10 04:32:54.618000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984df55dt,0.063,6.3
2025-12-10 04:33:54.661000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.506,50.6
2025-12-10 04:33:54.661000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984df55dt,0.059,5.9
2025-12-10 04:33:54.661000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d9vh49,0.01,1.0
2025-12-10 04:34:54.717000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.124,12.4
2025-12-10 04:34:54.717000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984df55dt,0.045,4.5
2025-12-10 04:34:54.717000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d9vh49,0.021,2.1
2025-12-10 04:35:54.767000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.07,7.0
2025-12-10 04:35:54.767000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984df55dt,0.081,8.1
2025-12-10 04:35:54.767000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d9vh49,0.024,2.4
