timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-10 05:30:54.156000+00:00,1,0.0,0.0
2025-12-10 05:31:54.187000+00:00,1,0.0,0.0
2025-12-10 05:32:54.214000+00:00,1,0.0,0.0
2025-12-10 05:33:54.247000+00:00,1,0.0,0.0
2025-12-10 05:34:54.288000+00:00,1,0.0,0.0
2025-12-10 05:35:54.318000+00:00,1,21.69,6.62
2025-12-10 05:36:54.354000+00:00,1,17.75,8.53
2025-12-10 05:37:54.412000+00:00,1,20.64,10.72
2025-12-10 05:38:54.448000+00:00,1,40.91,23.59
2025-12-10 05:39:54.504000+00:00,1,54.17,33.09
2025-12-10 05:40:54.545000+00:00,2,70.24,43.72
2025-12-10 05:41:54.590000+00:00,2,40.74,25.08
2025-12-10 05:42:54.633000+00:00,3,22.24,10.94
2025-12-10 05:43:54.686000+00:00,3,19.2,9.35
2025-12-10 05:44:54.729000+00:00,3,15.31,7.94
2025-12-10 05:45:54.773000+00:00,2,15.86,8.2
2025-12-10 05:46:54.810000+00:00,1,19.02,10.02
2025-12-10 05:47:54.847000+00:00,1,20.51,10.35
2025-12-10 05:48:54.886000+00:00,1,20.91,10.35
2025-12-10 05:49:54.930000+00:00,1,21.09,10.54
2025-12-10 05:50:54.976000+00:00,2,18.66,9.21
2025-12-10 05:51:55.024000+00:00,2,16.23,8.38
2025-12-10 05:52:55.070000+00:00,2,15.03,8.03
2025-12-10 05:53:55.107000+00:00,2,15.24,7.95
2025-12-10 05:54:55.145000+00:00,1,18.78,9.69
2025-12-10 05:55:55.183000+00:00,1,17.07,8.23
2025-12-10 05:56:55.219000+00:00,1,17.59,8.34
2025-12-10 05:57:55.263000+00:00,1,17.11,8.06
2025-12-10 05:58:55.302000+00:00,1,18.33,8.54
2025-12-10 05:59:55.343000+00:00,1,16.92,8.17
2025-12-10 06:00:55.375000+00:00,1,17.36,8.17
2025-12-10 06:01:55.410000+00:00,1,17.04,8.15
2025-12-10 06:02:55.455000+00:00,1,17.86,8.49
2025-12-10 06:03:55.495000+00:00,1,17.64,8.43
2025-12-10 06:04:55.537000+00:00,1,17.09,8.15
2025-12-10 06:05:55.569000+00:00,1,17.02,8.23
2025-12-10 06:06:55.604000+00:00,1,0.0,0.0
2025-12-10 06:07:55.640000+00:00,1,0.0,0.0
