timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-09 02:58:09.074000+00:00,1,0.0,0.0
2025-12-09 02:59:09.100000+00:00,1,0.0,0.0
2025-12-09 03:00:09.129000+00:00,1,19.56,9.6
2025-12-09 03:01:09.159000+00:00,1,0.0,0.0
2025-12-09 03:02:09.193000+00:00,1,0.0,0.0
2025-12-09 03:03:09.223000+00:00,1,0.0,0.0
2025-12-09 03:04:09.251000+00:00,1,16.46,10.05
2025-12-09 03:05:09.284000+00:00,2,19.92,11.27
2025-12-09 03:06:09.368000+00:00,2,26.33,15.45
2025-12-09 03:07:09.406000+00:00,3,20.17,11.44
2025-12-09 03:08:09.454000+00:00,10,17.55,9.94
2025-12-09 03:09:09.484000+00:00,10,18.61,9.29
2025-12-09 03:10:09.526000+00:00,3,20.51,10.34
2025-12-09 03:11:09.567000+00:00,5,18.45,9.67
2025-12-09 03:12:09.611000+00:00,4,16.57,8.68
2025-12-09 03:13:09.659000+00:00,2,19.08,9.31
2025-12-09 03:14:09.696000+00:00,2,17.61,9.44
2025-12-09 03:15:09.725000+00:00,2,17.13,9.31
2025-12-09 03:16:09.759000+00:00,2,17.36,9.27
2025-12-09 03:17:09.805000+00:00,2,17.32,9.35
2025-12-09 03:18:09.844000+00:00,2,17.56,9.37
2025-12-09 03:19:09.884000+00:00,2,17.6,9.34
2025-12-09 03:20:09.919000+00:00,2,17.02,9.17
2025-12-09 03:21:09.954000+00:00,2,17.31,9.18
2025-12-09 03:22:09.990000+00:00,2,16.9,9.17
2025-12-09 03:23:10.028000+00:00,2,17.45,8.56
2025-12-09 03:24:10.067000+00:00,1,19.02,9.42
2025-12-09 03:25:10.102000+00:00,1,18.69,9.21
2025-12-09 03:26:10.141000+00:00,1,19.6,9.72
2025-12-09 03:27:10.186000+00:00,1,18.17,9.28
2025-12-09 03:28:10.225000+00:00,1,18.57,9.26
2025-12-09 03:29:10.260000+00:00,1,18.75,9.28
2025-12-09 03:30:10.297000+00:00,1,19.21,9.53
2025-12-09 03:31:10.332000+00:00,1,19.31,9.49
2025-12-09 03:32:10.368000+00:00,1,18.18,9.34
2025-12-09 03:33:10.406000+00:00,1,18.89,9.31
2025-12-09 03:34:10.439000+00:00,1,0.0,0.0
