action,cost,current_replicas,event_type,itl,kv_cache_percent,kv_cache_usage,non_saturated_replicas,pod,queue_length,replicas,scale_down_safe,should_scale_up,target_replicas,timestamp,total_replicas,ttft
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T21:14:52.206Z,,0.0
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:14:52.207Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:14:52.207Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:14:52.207Z,1,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T21:14:52.216Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:14:52.217Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:14:52.217Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:14:52.217Z,1,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T21:15:52.223Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:15:52.224Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:15:52.224Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:15:52.224Z,1,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T21:15:52.233Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:15:52.235Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:15:52.235Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:15:52.235Z,1,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T21:16:52.263Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:16:52.271Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:16:52.271Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:16:52.271Z,1,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T21:16:52.281Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:16:52.282Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:16:52.282Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:16:52.283Z,1,
,10.0,,metrics,10.03,,,,,,1,,,,2025-11-27T21:17:52.286Z,,20.2
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:17:52.287Z,,
,,,kv_cache,,5.6,0.056,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:17:52.288Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:17:52.288Z,1,
,10.0,,metrics,10.03,,,,,,1,,,,2025-11-27T21:17:52.296Z,,20.2
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:17:52.298Z,,
,,,kv_cache,,5.6,0.056,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:17:52.298Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:17:52.298Z,1,
,10.0,,metrics,10.97,,,,,,1,,,,2025-11-27T21:18:52.325Z,,21.56
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:18:52.327Z,,
,,,kv_cache,,7.3,0.073,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:18:52.327Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:18:52.327Z,1,
,10.0,,metrics,10.97,,,,,,1,,,,2025-11-27T21:18:52.336Z,,21.56
,,,kv_cache,,7.3,0.073,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:18:52.338Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:18:52.338Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:18:52.338Z,1,
,10.0,,metrics,11.63,,,,,,1,,,,2025-11-27T21:19:52.352Z,,24.44
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:19:52.354Z,,
,,,kv_cache,,12.3,0.123,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:19:52.354Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:19:52.354Z,1,
,10.0,,metrics,11.63,,,,,,1,,,,2025-11-27T21:19:52.362Z,,24.44
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:19:52.364Z,,
,,,kv_cache,,12.3,0.123,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:19:52.364Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:19:52.364Z,1,
,10.0,,metrics,29.22,,,,,,1,,,,2025-11-27T21:20:52.373Z,,49.74
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:20:52.374Z,,
,,,kv_cache,,46.5,0.465,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:20:52.375Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:20:52.375Z,1,
,10.0,,metrics,29.22,,,,,,1,,,,2025-11-27T21:20:52.384Z,,49.74
,,,kv_cache,,46.5,0.465,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:20:52.385Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:20:52.386Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:20:52.386Z,1,
,10.0,,metrics,55.32,,,,,,1,,,,2025-11-27T21:21:52.412Z,,92.51
,,,kv_cache,,92.6,0.926,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:21:52.414Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:21:52.414Z,,
,,,capacity_analysis,,,,0,,,,False,True,,2025-11-27T21:21:52.414Z,1,
scale-up,,1,scaling_decision,,,,,,,,,,2,2025-11-27T21:21:52.414Z,,
,10.0,,metrics,55.32,,,,,,1,,,,2025-11-27T21:21:52.427Z,,92.51
,,,kv_cache,,92.6,0.926,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:21:52.428Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:21:52.428Z,,
,,,capacity_analysis,,,,0,,,,False,True,,2025-11-27T21:21:52.429Z,1,
scale-up,,1,scaling_decision,,,,,,,,,,2,2025-11-27T21:21:52.429Z,,
,10.0,,metrics,86.37,,,,,,1,,,,2025-11-27T21:22:52.445Z,,13527.01
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,810,,,,,2025-11-27T21:22:52.446Z,,
,,,kv_cache,,99.6,0.996,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:22:52.446Z,,
,,,capacity_analysis,,,,0,,,,False,True,,2025-11-27T21:22:52.447Z,1,
scale-up,,1,scaling_decision,,,,,,,,,,2,2025-11-27T21:22:52.447Z,,
,10.0,,metrics,86.37,,,,,,1,,,,2025-11-27T21:22:52.460Z,,13527.01
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,810,,,,,2025-11-27T21:22:52.461Z,,
,,,kv_cache,,99.6,0.996,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:22:52.461Z,,
,,,capacity_analysis,,,,0,,,,False,True,,2025-11-27T21:22:52.461Z,1,
scale-up,,1,scaling_decision,,,,,,,,,,2,2025-11-27T21:22:52.461Z,,
,20.0,,metrics,96.18,,,,,,2,,,,2025-11-27T21:23:52.466Z,,18962.01
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,412,,,,,2025-11-27T21:23:52.467Z,,
,,,kv_cache,,99.6,0.996,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:23:52.468Z,,
,,,capacity_analysis,,,,0,,,,False,True,,2025-11-27T21:23:52.468Z,1,
,20.0,,metrics,96.18,,,,,,2,,,,2025-11-27T21:23:52.476Z,,18962.01
,,,kv_cache,,99.6,0.996,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:23:52.477Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,412,,,,,2025-11-27T21:23:52.477Z,,
,,,capacity_analysis,,,,0,,,,False,True,,2025-11-27T21:23:52.478Z,1,
,20.0,,metrics,64.49,,,,,,2,,,,2025-11-27T21:24:52.493Z,,6672.33
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,225,,,,,2025-11-27T21:24:52.495Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9v8z7p,0,,,,,2025-11-27T21:24:52.495Z,,
,,,kv_cache,,100.0,1.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:24:52.495Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9v8z7p,,,,,,2025-11-27T21:24:52.495Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:24:52.495Z,2,
,20.0,,metrics,64.49,,,,,,2,,,,2025-11-27T21:24:52.503Z,,6672.33
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,225,,,,,2025-11-27T21:24:52.505Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9v8z7p,0,,,,,2025-11-27T21:24:52.505Z,,
,,,kv_cache,,100.0,1.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:24:52.505Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9v8z7p,,,,,,2025-11-27T21:24:52.505Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:24:52.505Z,2,
,20.0,,metrics,17.78,,,,,,2,,,,2025-11-27T21:25:52.509Z,,30.71
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:25:52.510Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9v8z7p,0,,,,,2025-11-27T21:25:52.510Z,,
,,,kv_cache,,65.2,0.652,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:25:52.511Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9v8z7p,,,,,,2025-11-27T21:25:52.511Z,,
,,,capacity_analysis,,,,2,,,,True,False,,2025-11-27T21:25:52.511Z,2,
scale-down,,2,scaling_decision,,,,,,,,,,1,2025-11-27T21:25:52.511Z,,
,20.0,,metrics,17.78,,,,,,2,,,,2025-11-27T21:25:52.524Z,,30.71
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:25:52.525Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9v8z7p,0,,,,,2025-11-27T21:25:52.525Z,,
,,,kv_cache,,65.2,0.652,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:25:52.525Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9v8z7p,,,,,,2025-11-27T21:25:52.525Z,,
,,,capacity_analysis,,,,2,,,,True,False,,2025-11-27T21:25:52.526Z,2,
scale-down,,2,scaling_decision,,,,,,,,,,1,2025-11-27T21:25:52.526Z,,
,10.0,,metrics,11.48,,,,,,1,,,,2025-11-27T21:26:52.539Z,,22.94
,,,kv_cache,,7.1,0.071,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:26:52.541Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9v8z7p,,,,,,2025-11-27T21:26:52.541Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:26:52.541Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9v8z7p,0,,,,,2025-11-27T21:26:52.541Z,,
,,,capacity_analysis,,,,2,,,,True,False,,2025-11-27T21:26:52.541Z,2,
,10.0,,metrics,11.48,,,,,,1,,,,2025-11-27T21:26:52.550Z,,22.94
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:26:52.552Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9v8z7p,0,,,,,2025-11-27T21:26:52.552Z,,
,,,kv_cache,,7.1,0.071,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:26:52.552Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9v8z7p,,,,,,2025-11-27T21:26:52.552Z,,
,,,capacity_analysis,,,,2,,,,True,False,,2025-11-27T21:26:52.552Z,2,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T21:27:52.555Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:27:52.557Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:27:52.557Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:27:52.557Z,1,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T21:27:52.566Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-27T21:27:52.567Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-27T21:27:52.568Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T21:27:52.568Z,1,
