timestamp,queue_mean,queue_max,queue_min,queue_total,time_relative
2025-11-27 21:11:52.115000+00:00,0.0,0,0,0,0.0
2025-11-27 21:11:52.125000+00:00,0.0,0,0,0,0.00016666666666666666
2025-11-27 21:12:52.143000+00:00,0.0,0,0,0,1.0004666666666666
2025-11-27 21:12:52.152000+00:00,0.0,0,0,0,1.0006166666666667
2025-11-27 21:13:52.183000+00:00,0.0,0,0,0,2.001133333333333
2025-11-27 21:13:52.193000+00:00,0.0,0,0,0,2.0013
2025-11-27 21:14:52.207000+00:00,0.0,0,0,0,3.0015333333333336
2025-11-27 21:14:52.217000+00:00,0.0,0,0,0,3.0017
2025-11-27 21:15:52.224000+00:00,0.0,0,0,0,4.001816666666667
2025-11-27 21:15:52.235000+00:00,0.0,0,0,0,4.002
2025-11-27 21:16:52.271000+00:00,0.0,0,0,0,5.0026
2025-11-27 21:16:52.282000+00:00,0.0,0,0,0,5.0027833333333325
2025-11-27 21:17:52.287000+00:00,0.0,0,0,0,6.002866666666667
2025-11-27 21:17:52.298000+00:00,0.0,0,0,0,6.00305
2025-11-27 21:18:52.327000+00:00,0.0,0,0,0,7.003533333333333
2025-11-27 21:18:52.338000+00:00,0.0,0,0,0,7.003716666666667
2025-11-27 21:19:52.354000+00:00,0.0,0,0,0,8.003983333333332
2025-11-27 21:19:52.364000+00:00,0.0,0,0,0,8.004150000000001
2025-11-27 21:20:52.374000+00:00,0.0,0,0,0,9.004316666666666
2025-11-27 21:20:52.386000+00:00,0.0,0,0,0,9.004516666666666
2025-11-27 21:21:52.414000+00:00,0.0,0,0,0,10.004983333333334
2025-11-27 21:21:52.428000+00:00,0.0,0,0,0,10.005216666666666
2025-11-27 21:22:52.446000+00:00,810.0,810,810,810,11.005516666666667
2025-11-27 21:22:52.461000+00:00,810.0,810,810,810,11.005766666666666
2025-11-27 21:23:52.467000+00:00,412.0,412,412,412,12.005866666666666
2025-11-27 21:23:52.477000+00:00,412.0,412,412,412,12.006033333333333
2025-11-27 21:24:52.495000+00:00,112.5,225,0,225,13.006333333333334
2025-11-27 21:24:52.505000+00:00,112.5,225,0,225,13.006499999999999
2025-11-27 21:25:52.510000+00:00,0.0,0,0,0,14.006583333333333
2025-11-27 21:25:52.525000+00:00,0.0,0,0,0,14.006833333333333
2025-11-27 21:26:52.541000+00:00,0.0,0,0,0,15.007100000000001
2025-11-27 21:26:52.552000+00:00,0.0,0,0,0,15.007283333333334
2025-11-27 21:27:52.557000+00:00,0.0,0,0,0,16.007366666666666
2025-11-27 21:27:52.567000+00:00,0.0,0,0,0,16.007533333333335
