timestamp,pod,kv_cache_usage,kv_cache_pct
2025-12-09 05:50:31.749000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.0,0.0
2025-12-09 05:51:32.078000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.0,0.0
2025-12-09 05:52:32.122000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.032,3.2
2025-12-09 05:53:32.162000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.1,10.0
2025-12-09 05:54:32.199000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.163,16.3
2025-12-09 05:55:32.278000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.202,20.2
2025-12-09 05:55:32.278000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chdmrv,0.041,4.1
2025-12-09 05:56:32.315000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.019,1.9
2025-12-09 05:56:32.315000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chdmrv,0.027,2.7
2025-12-09 05:57:32.355000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.39,39.0
2025-12-09 05:58:32.397000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.534,53.4
2025-12-09 05:59:32.439000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.192,19.2
2025-12-09 06:00:32.485000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.119,11.9
2025-12-09 06:00:32.485000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cj222k,0.047,4.7
2025-12-09 06:01:32.529000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.047,4.7
2025-12-09 06:01:32.529000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cmzsr7,0.007,0.7
2025-12-09 06:01:32.529000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cj222k,0.051,5.1
2025-12-09 06:02:32.568000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.038,3.8
2025-12-09 06:02:32.568000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cj222k,0.05,5.0
2025-12-09 06:03:32.610000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.048,4.8
2025-12-09 06:03:32.610000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cj222k,0.055,5.5
2025-12-09 06:04:32.654000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cq54t2,0.038,3.8
