timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-09 05:50:32.066000+00:00,1,0.0,0.0
2025-12-09 05:51:32.106000+00:00,1,0.0,0.0
2025-12-09 05:52:32.136000+00:00,1,18.21,9.03
2025-12-09 05:53:32.175000+00:00,1,19.14,10.43
2025-12-09 05:54:32.251000+00:00,1,24.11,12.46
2025-12-09 05:55:32.298000+00:00,2,20.68,11.93
2025-12-09 05:56:32.333000+00:00,2,16.04,8.89
2025-12-09 05:57:32.371000+00:00,1,38.18,22.3
2025-12-09 05:58:32.415000+00:00,1,48.01,28.21
2025-12-09 05:59:32.459000+00:00,1,27.2,14.4
2025-12-09 06:00:32.508000+00:00,2,22.05,11.04
2025-12-09 06:01:32.547000+00:00,3,17.34,9.26
2025-12-09 06:02:32.584000+00:00,2,17.56,9.51
2025-12-09 06:03:32.625000+00:00,2,17.75,9.73
2025-12-09 06:04:32.669000+00:00,2,17.31,9.68
2025-12-09 06:05:32.705000+00:00,2,17.54,9.53
2025-12-09 06:06:32.747000+00:00,2,17.96,9.72
2025-12-09 06:07:32.794000+00:00,2,18.52,9.9
2025-12-09 06:08:32.835000+00:00,2,17.41,9.68
2025-12-09 06:09:32.874000+00:00,2,17.01,9.44
2025-12-09 06:10:32.910000+00:00,2,17.72,9.55
2025-12-09 06:11:32.952000+00:00,2,17.63,9.47
2025-12-09 06:12:32.991000+00:00,2,18.11,8.9
2025-12-09 06:13:33.022000+00:00,1,19.14,9.39
2025-12-09 06:14:33.062000+00:00,1,18.97,9.83
2025-12-09 06:15:33.141000+00:00,1,19.98,9.87
2025-12-09 06:16:33.183000+00:00,1,19.3,9.76
2025-12-09 06:17:33.235000+00:00,1,19.6,9.86
2025-12-09 06:18:33.275000+00:00,1,19.46,9.74
2025-12-09 06:19:33.314000+00:00,1,18.57,9.73
2025-12-09 06:20:33.352000+00:00,1,19.1,9.6
2025-12-09 06:21:33.393000+00:00,1,19.18,9.53
2025-12-09 06:22:33.433000+00:00,1,18.72,9.37
2025-12-09 06:23:33.470000+00:00,1,0.0,0.0
