action,cost,current_replicas,event_type,itl,kv_cache_percent,kv_cache_usage,non_saturated_replicas,pod,queue_length,replicas,scale_down_safe,should_scale_up,target_replicas,timestamp,total_replicas,ttft
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-26T23:20:25.828Z,,0.0
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-26T23:20:25.829Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-26T23:20:25.829Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-26T23:20:25.830Z,1,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-26T23:20:25.838Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-26T23:20:25.839Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-26T23:20:25.839Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-26T23:20:25.839Z,1,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-26T23:21:25.843Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-26T23:21:25.844Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-26T23:21:25.845Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-26T23:21:25.845Z,1,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-26T23:21:25.853Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-26T23:21:25.854Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-26T23:21:25.854Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-26T23:21:25.854Z,1,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-26T23:22:25.870Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-26T23:22:25.871Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,,,,,,2025-11-26T23:22:25.871Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-26T23:22:25.871Z,1,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-26T23:22:25.879Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f98fz7d,0,,,,,2025-11-26T23:22:25.880Z,,
