start_time,end_time,duration,peak_violation,avg_tpot,avg_load
2.0016166666666666,20.041766666666668,18.04015,12.56,10.52842105263158,868.9347368421052
22.042683333333333,27.04555,5.002866666666666,9.73,9.523333333333333,710.06
29.046483333333335,32.06645,3.0199666666666687,9.74,9.48,283.6925
