time,from_replicas,to_replicas,load
10.006783333333335,1,2,836.23
14.036466666666666,2,3,1233.36
15.039283333333334,3,4,1503.77
17.0403,4,3,1505.4
18.0408,3,4,1548.81
20.041766666666668,4,3,1112.04
21.042266666666666,3,2,712.49
28.046016666666667,2,1,403.01
