timestamp,slo_itl,slo_ttft
2025-12-04 00:16:26.491000+00:00,10,1000
2025-12-04 00:17:26.496000+00:00,10,1000
2025-12-04 00:18:26.514000+00:00,10,1000
2025-12-04 00:19:26.522000+00:00,10,1000
2025-12-04 00:20:26.633000+00:00,10,1000
2025-12-04 00:21:26.657000+00:00,10,1000
2025-12-04 00:22:26.682000+00:00,10,1000
2025-12-04 00:23:26.714000+00:00,10,1000
2025-12-04 00:24:26.754000+00:00,10,1000
2025-12-04 00:25:26.799000+00:00,10,1000
2025-12-04 00:26:26.845000+00:00,10,1000
2025-12-04 00:27:26.879000+00:00,10,1000
2025-12-04 00:28:26.923000+00:00,10,1000
2025-12-04 00:29:26.955000+00:00,10,1000
2025-12-04 00:30:26.988000+00:00,10,1000
2025-12-04 00:31:27.028000+00:00,10,1000
