timestamp,slo_itl,slo_ttft
2025-12-06 02:39:24.688000+00:00,10,1000
2025-12-06 02:39:24.706000+00:00,10,1000
2025-12-06 02:40:24.712000+00:00,10,1000
2025-12-06 02:40:24.730000+00:00,10,1000
2025-12-06 02:41:24.736000+00:00,10,1000
2025-12-06 02:41:24.754000+00:00,10,1000
2025-12-06 02:42:24.762000+00:00,10,1000
2025-12-06 02:42:24.784000+00:00,10,1000
2025-12-06 02:43:24.784000+00:00,10,1000
2025-12-06 02:43:24.809000+00:00,10,1000
2025-12-06 02:44:24.831000+00:00,10,1000
2025-12-06 02:44:24.865000+00:00,10,1000
2025-12-06 02:45:24.869000+00:00,10,1000
2025-12-06 02:45:24.897000+00:00,10,1000
2025-12-06 02:46:24.906000+00:00,10,1000
2025-12-06 02:46:24.928000+00:00,10,1000
2025-12-06 02:47:24.931000+00:00,10,1000
2025-12-06 02:47:24.962000+00:00,10,1000
2025-12-06 02:48:24.977000+00:00,10,1000
2025-12-06 02:48:25.131000+00:00,10,1000
2025-12-06 02:49:25.010000+00:00,10,1000
2025-12-06 02:49:25.161000+00:00,10,1000
2025-12-06 02:50:25.039000+00:00,10,1000
2025-12-06 02:50:25.185000+00:00,10,1000
2025-12-06 02:51:25.076000+00:00,10,1000
2025-12-06 02:51:25.215000+00:00,10,1000
2025-12-06 02:52:25.112000+00:00,10,1000
2025-12-06 02:52:25.239000+00:00,10,1000
2025-12-06 02:53:25.158000+00:00,10,1000
2025-12-06 02:53:25.270000+00:00,10,1000
2025-12-06 02:54:25.195000+00:00,10,1000
2025-12-06 02:54:25.308000+00:00,10,1000
2025-12-06 02:55:25.228000+00:00,10,1000
2025-12-06 02:55:25.342000+00:00,10,1000
2025-12-06 02:56:25.269000+00:00,10,1000
2025-12-06 02:56:25.373000+00:00,10,1000
2025-12-06 02:57:25.304000+00:00,10,1000
2025-12-06 02:57:25.399000+00:00,10,1000
2025-12-06 02:58:25.352000+00:00,10,1000
2025-12-06 02:58:25.431000+00:00,10,1000
2025-12-06 02:59:25.386000+00:00,10,1000
2025-12-06 02:59:25.462000+00:00,10,1000
2025-12-06 03:00:25.417000+00:00,10,1000
2025-12-06 03:00:25.491000+00:00,10,1000
2025-12-06 03:01:25.451000+00:00,10,1000
2025-12-06 03:01:25.520000+00:00,10,1000
2025-12-06 03:02:25.491000+00:00,10,1000
2025-12-06 03:02:25.551000+00:00,10,1000
2025-12-06 03:03:25.522000+00:00,10,1000
2025-12-06 03:03:25.579000+00:00,10,1000
2025-12-06 03:04:25.558000+00:00,10,1000
2025-12-06 03:04:25.607000+00:00,10,1000
