timestamp,pod,kv_cache_usage,kv_cache_pct
2025-12-06 02:39:24.686000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.0,0.0
2025-12-06 02:39:24.705000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.0,0.0
2025-12-06 02:40:24.710000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.0,0.0
2025-12-06 02:40:24.728000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.0,0.0
2025-12-06 02:41:24.733000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.0,0.0
2025-12-06 02:41:24.753000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.0,0.0
2025-12-06 02:42:24.760000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.0,0.0
2025-12-06 02:42:24.782000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.0,0.0
2025-12-06 02:43:24.782000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.0,0.0
2025-12-06 02:43:24.807000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.0,0.0
2025-12-06 02:44:24.815000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.0,0.0
2025-12-06 02:44:24.863000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.0,0.0
2025-12-06 02:45:24.867000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.063,6.3
2025-12-06 02:45:24.895000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.063,6.3
2025-12-06 02:46:24.903000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.056,5.6
2025-12-06 02:46:24.926000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.056,5.6
2025-12-06 02:47:24.929000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.064,6.4
2025-12-06 02:47:24.960000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.064,6.4
2025-12-06 02:48:24.975000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.227,22.7
2025-12-06 02:48:25.129000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.227,22.7
2025-12-06 02:49:25.007000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.23,23.0
2025-12-06 02:49:25.158000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.23,23.0
2025-12-06 02:50:25.036000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.255,25.5
2025-12-06 02:50:25.183000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.255,25.5
2025-12-06 02:51:25.072000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.321,32.1
2025-12-06 02:51:25.072000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.009,0.9
2025-12-06 02:51:25.213000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.321,32.1
2025-12-06 02:51:25.213000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.009,0.9
2025-12-06 02:52:25.109000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.14,14.0
2025-12-06 02:52:25.109000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.122,12.2
2025-12-06 02:52:25.237000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.14,14.0
2025-12-06 02:52:25.237000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.122,12.2
2025-12-06 02:53:25.155000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.123,12.3
2025-12-06 02:53:25.155000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.106,10.6
2025-12-06 02:53:25.267000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.123,12.3
2025-12-06 02:53:25.267000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.106,10.6
2025-12-06 02:54:25.192000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.242,24.2
2025-12-06 02:54:25.192000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.185,18.5
2025-12-06 02:54:25.305000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.242,24.2
2025-12-06 02:54:25.305000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.185,18.5
2025-12-06 02:55:25.225000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgzznw,0.037,3.7
2025-12-06 02:55:25.225000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.134,13.4
2025-12-06 02:55:25.225000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.114,11.4
2025-12-06 02:55:25.339000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgzznw,0.037,3.7
2025-12-06 02:55:25.339000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.134,13.4
2025-12-06 02:55:25.339000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.114,11.4
2025-12-06 02:56:25.266000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgzznw,0.051,5.1
2025-12-06 02:56:25.266000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5fntr,0.001,0.1
2025-12-06 02:56:25.266000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d2cbwp,0.02,2.0
2025-12-06 02:56:25.266000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.075,7.5
2025-12-06 02:56:25.266000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.081,8.1
2025-12-06 02:56:25.266000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d9wc6l,0.024,2.4
2025-12-06 02:56:25.370000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgzznw,0.051,5.1
2025-12-06 02:56:25.370000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5fntr,0.001,0.1
2025-12-06 02:56:25.370000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d2cbwp,0.02,2.0
2025-12-06 02:56:25.370000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.075,7.5
2025-12-06 02:56:25.370000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.081,8.1
2025-12-06 02:56:25.370000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d9wc6l,0.024,2.4
2025-12-06 02:57:25.301000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgzznw,0.04,4.0
2025-12-06 02:57:25.301000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5fntr,0.031,3.1
2025-12-06 02:57:25.301000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d2cbwp,0.035,3.5
2025-12-06 02:57:25.301000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.042,4.2
2025-12-06 02:57:25.301000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.032,3.2
2025-12-06 02:57:25.396000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgzznw,0.04,4.0
2025-12-06 02:57:25.396000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5fntr,0.031,3.1
2025-12-06 02:57:25.396000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d2cbwp,0.035,3.5
2025-12-06 02:57:25.396000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.042,4.2
2025-12-06 02:57:25.396000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.032,3.2
2025-12-06 02:58:25.349000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgzznw,0.054,5.4
2025-12-06 02:58:25.349000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5fntr,0.015,1.5
2025-12-06 02:58:25.349000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.044,4.4
2025-12-06 02:58:25.349000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.024,2.4
2025-12-06 02:58:25.429000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgzznw,0.054,5.4
2025-12-06 02:58:25.429000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5fntr,0.015,1.5
2025-12-06 02:58:25.429000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.044,4.4
2025-12-06 02:58:25.429000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.024,2.4
2025-12-06 02:59:25.383000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.057,5.7
2025-12-06 02:59:25.383000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.06,6.0
2025-12-06 02:59:25.459000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.057,5.7
2025-12-06 02:59:25.459000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.06,6.0
2025-12-06 03:00:25.414000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.068,6.8
2025-12-06 03:00:25.414000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.06,6.0
2025-12-06 03:00:25.489000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.068,6.8
2025-12-06 03:00:25.489000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.06,6.0
2025-12-06 03:01:25.449000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.028,2.8
2025-12-06 03:01:25.449000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.029,2.9
2025-12-06 03:01:25.518000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.028,2.8
2025-12-06 03:01:25.518000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.029,2.9
2025-12-06 03:02:25.488000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.051,5.1
2025-12-06 03:02:25.488000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.043,4.3
2025-12-06 03:02:25.547000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.051,5.1
2025-12-06 03:02:25.547000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ds7q94,0.043,4.3
2025-12-06 03:03:25.520000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.073,7.3
2025-12-06 03:03:25.577000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.073,7.3
2025-12-06 03:04:25.556000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dczzts,0.0,0.0
