timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-10 12:32:12.041000+00:00,1,0.0,0.0
2025-12-10 12:33:12.065000+00:00,1,0.0,0.0
2025-12-10 12:34:12.095000+00:00,1,0.0,0.0
2025-12-10 12:35:12.123000+00:00,1,0.0,0.0
2025-12-10 12:36:12.154000+00:00,1,0.0,0.0
2025-12-10 12:37:12.179000+00:00,1,0.0,0.0
2025-12-10 12:38:12.210000+00:00,1,15.58,7.22
2025-12-10 12:39:12.250000+00:00,1,17.03,7.94
2025-12-10 12:40:12.294000+00:00,1,16.37,7.75
2025-12-10 12:41:12.327000+00:00,1,16.64,7.82
2025-12-10 12:42:12.371000+00:00,1,24.63,12.5
2025-12-10 12:43:12.414000+00:00,1,22.64,12.12
2025-12-10 12:44:12.607000+00:00,1,22.68,11.99
2025-12-10 12:45:12.652000+00:00,2,44.02,25.17
2025-12-10 12:46:12.714000+00:00,2,24.89,13.41
2025-12-10 12:47:12.909000+00:00,2,21.12,10.64
2025-12-10 12:48:12.951000+00:00,2,25.58,13.23
2025-12-10 12:49:13.005000+00:00,3,22.91,11.77
2025-12-10 12:50:13.053000+00:00,3,20.02,9.69
2025-12-10 12:51:13.097000+00:00,3,18.8,9.13
2025-12-10 12:52:13.144000+00:00,3,17.26,8.38
2025-12-10 12:53:13.181000+00:00,2,17.88,8.7
2025-12-10 12:54:13.228000+00:00,2,19.1,9.22
2025-12-10 12:55:13.270000+00:00,2,17.22,7.82
2025-12-10 12:56:13.319000+00:00,1,18.38,8.86
2025-12-10 12:57:13.360000+00:00,1,18.6,8.83
2025-12-10 12:58:13.404000+00:00,1,0.0,0.0
2025-12-10 12:59:13.435000+00:00,1,0.0,0.0
