timestamp,slo_itl,slo_ttft
2025-12-04 04:23:21.007000+00:00,10,1000
2025-12-04 04:24:21.031000+00:00,10,1000
2025-12-04 04:25:21.062000+00:00,10,1000
2025-12-04 04:26:21.085000+00:00,10,1000
2025-12-04 04:27:21.107000+00:00,10,1000
2025-12-04 04:28:21.132000+00:00,10,1000
2025-12-04 04:29:21.157000+00:00,10,1000
2025-12-04 04:30:21.186000+00:00,10,1000
2025-12-04 04:31:21.210000+00:00,10,1000
2025-12-04 04:32:21.243000+00:00,10,1000
2025-12-04 04:33:21.277000+00:00,10,1000
2025-12-04 04:34:21.311000+00:00,10,1000
2025-12-04 04:35:21.344000+00:00,10,1000
2025-12-04 04:36:21.375000+00:00,10,1000
2025-12-04 04:37:21.407000+00:00,10,1000
2025-12-04 04:38:21.440000+00:00,10,1000
2025-12-04 04:39:21.468000+00:00,10,1000
2025-12-04 04:40:21.502000+00:00,10,1000
2025-12-04 04:41:21.534000+00:00,10,1000
2025-12-04 04:42:21.564000+00:00,10,1000
2025-12-04 04:43:21.592000+00:00,10,1000
2025-12-04 04:44:21.636000+00:00,10,1000
2025-12-04 04:45:21.669000+00:00,10,1000
2025-12-04 04:46:21.698000+00:00,10,1000
2025-12-04 04:47:21.730000+00:00,10,1000
2025-12-04 04:48:21.757000+00:00,10,1000
2025-12-04 04:49:21.791000+00:00,10,1000
2025-12-04 04:50:21.816000+00:00,10,1000
