timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-04 04:23:21.017000+00:00,1,0.0,0.0
2025-12-04 04:24:21.041000+00:00,1,0.0,0.0
2025-12-04 04:25:21.071000+00:00,1,0.0,0.0
2025-12-04 04:26:21.095000+00:00,1,0.0,0.0
2025-12-04 04:27:21.116000+00:00,1,0.0,0.0
2025-12-04 04:28:21.141000+00:00,1,0.0,0.0
2025-12-04 04:29:21.165000+00:00,1,19.56,9.68
2025-12-04 04:30:21.195000+00:00,1,20.5,10.37
2025-12-04 04:31:21.219000+00:00,2,19.54,9.81
2025-12-04 04:32:21.253000+00:00,2,20.33,9.81
2025-12-04 04:33:21.286000+00:00,2,22.87,11.92
2025-12-04 04:34:21.321000+00:00,4,20.54,10.3
2025-12-04 04:35:21.354000+00:00,5,19.4,9.53
2025-12-04 04:36:21.386000+00:00,3,19.19,8.95
2025-12-04 04:37:21.416000+00:00,2,21.76,11.12
2025-12-04 04:38:21.449000+00:00,3,20.04,10.0
2025-12-04 04:39:21.478000+00:00,3,19.2,9.81
2025-12-04 04:40:21.513000+00:00,3,19.52,9.64
2025-12-04 04:41:21.544000+00:00,3,19.44,9.65
2025-12-04 04:42:21.574000+00:00,3,19.12,9.51
2025-12-04 04:43:21.613000+00:00,3,19.13,9.37
2025-12-04 04:44:21.648000+00:00,3,18.92,9.65
2025-12-04 04:45:21.679000+00:00,3,17.7,8.89
2025-12-04 04:46:21.708000+00:00,2,18.95,9.1
2025-12-04 04:47:21.740000+00:00,2,18.5,9.11
2025-12-04 04:48:21.766000+00:00,2,18.18,8.79
2025-12-04 04:49:21.800000+00:00,1,0.0,0.0
2025-12-04 04:50:21.825000+00:00,1,0.0,0.0
