timestamp,kv_usage_mean,kv_usage_max,kv_usage_min,kv_pct_mean,kv_pct_max,kv_pct_min,time_relative
2025-11-27 23:14:29.332000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-27 23:14:29.364000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0005333333333333334
2025-11-27 23:14:59.352000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5003333333333333
2025-11-27 23:14:59.382000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.5008333333333334
2025-11-27 23:15:29.380000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0008000000000001
2025-11-27 23:15:29.399000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0011166666666667
2025-11-27 23:15:59.580000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.5041333333333333
2025-11-27 23:15:59.596000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.5044
2025-11-27 23:16:29.611000+00:00,0.055,0.055,0.055,5.5,5.5,5.5,2.00465
2025-11-27 23:16:29.628000+00:00,0.055,0.055,0.055,5.5,5.5,5.5,2.0049333333333332
2025-11-27 23:16:59.637000+00:00,0.074,0.074,0.074,7.4,7.4,7.4,2.5050833333333333
2025-11-27 23:16:59.652000+00:00,0.074,0.074,0.074,7.4,7.4,7.4,2.505333333333333
2025-11-27 23:17:29.661000+00:00,0.211,0.211,0.211,21.1,21.1,21.1,3.0054833333333333
2025-11-27 23:17:29.679000+00:00,0.211,0.211,0.211,21.1,21.1,21.1,3.0057833333333335
2025-11-27 23:17:59.687000+00:00,0.377,0.377,0.377,37.7,37.7,37.7,3.5059166666666663
2025-11-27 23:17:59.787000+00:00,0.377,0.377,0.377,37.7,37.7,37.7,3.5075833333333337
2025-11-27 23:18:29.812000+00:00,0.397,0.397,0.397,39.7,39.7,39.7,4.008
2025-11-27 23:18:29.828000+00:00,0.397,0.397,0.397,39.7,39.7,39.7,4.008266666666667
2025-11-27 23:18:59.835000+00:00,0.559,0.559,0.559,55.9,55.9,55.9,4.508383333333333
2025-11-27 23:18:59.851000+00:00,0.559,0.559,0.559,55.9,55.9,55.9,4.50865
2025-11-27 23:19:29.890000+00:00,0.559,0.559,0.559,55.9,55.9,55.9,5.0093
2025-11-27 23:19:29.906000+00:00,0.559,0.559,0.559,55.9,55.9,55.9,5.009566666666667
2025-11-27 23:19:59.982000+00:00,0.28300000000000003,0.533,0.033,28.299999999999997,53.3,3.3,5.510833333333333
2025-11-27 23:20:00.093000+00:00,0.28300000000000003,0.533,0.033,28.299999999999997,53.3,3.3,5.512683333333333
2025-11-27 23:20:30.100000+00:00,0.328,0.549,0.107,32.8,54.9,10.7,6.0127999999999995
2025-11-27 23:20:30.115000+00:00,0.328,0.549,0.107,32.8,54.9,10.7,6.013050000000001
2025-11-27 23:21:00.120000+00:00,0.308,0.475,0.141,30.8,47.5,14.1,6.513133333333333
2025-11-27 23:21:00.169000+00:00,0.308,0.475,0.141,30.8,47.5,14.1,6.5139499999999995
2025-11-27 23:21:30.149000+00:00,0.312,0.474,0.15,31.2,47.4,15.0,7.013616666666667
2025-11-27 23:21:30.199000+00:00,0.312,0.474,0.15,31.2,47.4,15.0,7.01445
2025-11-27 23:22:00.182000+00:00,0.254,0.356,0.152,25.4,35.6,15.2,7.514166666666667
2025-11-27 23:22:00.220000+00:00,0.254,0.356,0.152,25.4,35.6,15.2,7.514799999999999
2025-11-27 23:22:30.206000+00:00,0.163,0.203,0.123,16.3,20.3,12.3,8.014566666666667
2025-11-27 23:22:30.287000+00:00,0.163,0.203,0.123,16.3,20.3,12.3,8.015916666666666
2025-11-27 23:23:00.231000+00:00,0.147,0.192,0.102,14.7,19.2,10.2,8.514983333333333
2025-11-27 23:23:00.304000+00:00,0.147,0.192,0.102,14.7,19.2,10.2,8.5162
2025-11-27 23:23:30.256000+00:00,0.1075,0.113,0.102,10.75,11.3,10.2,9.0154
2025-11-27 23:23:30.321000+00:00,0.1075,0.113,0.102,10.75,11.3,10.2,9.016483333333333
2025-11-27 23:24:00.278000+00:00,0.087,0.115,0.059,8.7,11.5,5.9,9.515766666666668
2025-11-27 23:24:00.391000+00:00,0.087,0.115,0.059,8.7,11.5,5.9,9.51765
2025-11-27 23:24:30.397000+00:00,0.087,0.087,0.087,8.7,8.7,8.7,10.017750000000001
2025-11-27 23:24:30.412000+00:00,0.087,0.087,0.087,8.7,8.7,8.7,10.018
2025-11-27 23:25:00.418000+00:00,0.085,0.085,0.085,8.5,8.5,8.5,10.5181
2025-11-27 23:25:00.432000+00:00,0.085,0.085,0.085,8.5,8.5,8.5,10.518333333333334
2025-11-27 23:25:30.437000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,11.018416666666667
2025-11-27 23:25:30.461000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,11.018816666666668
2025-11-27 23:26:00.576000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,11.520733333333334
2025-11-27 23:26:00.741000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,11.523483333333333
2025-11-27 23:26:30.614000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,12.021366666666667
2025-11-27 23:26:30.758000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,12.023766666666667
2025-11-27 23:27:00.635000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,12.521716666666666
2025-11-27 23:27:00.776000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,12.524066666666666
2025-11-27 23:27:30.655000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,13.02205
2025-11-27 23:27:30.811000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,13.024650000000001
