action,cost,current_replicas,event_type,itl,kv_cache_percent,kv_cache_usage,non_saturated_replicas,pod,queue_length,replicas,scale_down_safe,should_scale_up,target_replicas,timestamp,total_replicas,ttft
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:11:29.104Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,0,,,,,2025-11-27T23:11:29.104Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:11:29.104Z,,
,,,kv_cache,,91.2,0.912,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:11:29.105Z,,
,,,kv_cache,,13.6,0.136,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,,,,,,2025-11-27T23:11:29.105Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:11:29.105Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:11:29.105Z,2,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:11:29.105Z,2,
no-change,,2,scaling_decision,,,,,,,,,,2,2025-11-27T23:11:29.105Z,,
,20.0,,metrics,45.77,,,,,,2,,,,2025-11-27T23:11:29.138Z,,1632.35
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:11:29.139Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,0,,,,,2025-11-27T23:11:29.139Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:11:29.139Z,,
,,,kv_cache,,91.2,0.912,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:11:29.139Z,,
,,,kv_cache,,13.6,0.136,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,,,,,,2025-11-27T23:11:29.139Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:11:29.139Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:11:29.140Z,2,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:11:29.140Z,2,
no-change,,2,scaling_decision,,,,,,,,,,2,2025-11-27T23:11:29.140Z,,
,20.0,,metrics,40.4,,,,,,2,,,,2025-11-27T23:11:59.188Z,,1971.61
,,,kv_cache,,100.0,1.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:11:59.190Z,,
,,,kv_cache,,13.6,0.136,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,,,,,,2025-11-27T23:11:59.190Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:11:59.190Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,194,,,,,2025-11-27T23:11:59.190Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,0,,,,,2025-11-27T23:11:59.190Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:11:59.190Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:11:59.190Z,2,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:11:59.190Z,2,
no-change,,2,scaling_decision,,,,,,,,,,2,2025-11-27T23:11:59.190Z,,
,20.0,,metrics,40.4,,,,,,2,,,,2025-11-27T23:11:59.282Z,,1971.61
,,,kv_cache,,100.0,1.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:11:59.284Z,,
,,,kv_cache,,13.6,0.136,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,,,,,,2025-11-27T23:11:59.284Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:11:59.284Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,194,,,,,2025-11-27T23:11:59.284Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,0,,,,,2025-11-27T23:11:59.284Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:11:59.284Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:11:59.284Z,2,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:11:59.284Z,2,
no-change,,2,scaling_decision,,,,,,,,,,2,2025-11-27T23:11:59.284Z,,
,20.0,,metrics,32.62,,,,,,2,,,,2025-11-27T23:12:29.220Z,,51.88
,,,kv_cache,,75.7,0.757,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:12:29.221Z,,
,,,kv_cache,,7.0,0.07,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,,,,,,2025-11-27T23:12:29.221Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:12:29.221Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:12:29.222Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,0,,,,,2025-11-27T23:12:29.222Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:12:29.222Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:12:29.222Z,2,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:12:29.222Z,2,
no-change,,2,scaling_decision,,,,,,,,,,2,2025-11-27T23:12:29.222Z,,
,20.0,,metrics,32.62,,,,,,2,,,,2025-11-27T23:12:29.299Z,,51.88
,,,kv_cache,,75.7,0.757,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:12:29.300Z,,
,,,kv_cache,,7.0,0.07,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,,,,,,2025-11-27T23:12:29.300Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:12:29.300Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:12:29.300Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,0,,,,,2025-11-27T23:12:29.300Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:12:29.300Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:12:29.300Z,2,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:12:29.300Z,2,
no-change,,2,scaling_decision,,,,,,,,,,2,2025-11-27T23:12:29.300Z,,
,20.0,,metrics,21.48,,,,,,2,,,,2025-11-27T23:12:59.248Z,,36.21
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:12:59.250Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,0,,,,,2025-11-27T23:12:59.250Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:12:59.250Z,,
,,,kv_cache,,88.2,0.882,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:12:59.250Z,,
,,,kv_cache,,7.0,0.07,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,,,,,,2025-11-27T23:12:59.250Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:12:59.250Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:12:59.250Z,2,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:12:59.250Z,2,
no-change,,2,scaling_decision,,,,,,,,,,2,2025-11-27T23:12:59.250Z,,
,20.0,,metrics,21.48,,,,,,2,,,,2025-11-27T23:12:59.315Z,,36.21
,,,kv_cache,,88.2,0.882,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:12:59.316Z,,
,,,kv_cache,,7.0,0.07,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,,,,,,2025-11-27T23:12:59.316Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:12:59.316Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:12:59.316Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,0,,,,,2025-11-27T23:12:59.316Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:12:59.316Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:12:59.316Z,2,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:12:59.316Z,2,
no-change,,2,scaling_decision,,,,,,,,,,2,2025-11-27T23:12:59.316Z,,
,20.0,,metrics,12.07,,,,,,2,,,,2025-11-27T23:13:29.282Z,,23.35
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:13:29.284Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,0,,,,,2025-11-27T23:13:29.284Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:13:29.284Z,,
,,,kv_cache,,12.6,0.126,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:13:29.284Z,,
,,,kv_cache,,0.1,0.001,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,,,,,,2025-11-27T23:13:29.284Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:13:29.284Z,,
,,,capacity_analysis,,,,2,,,,True,False,,2025-11-27T23:13:29.284Z,2,
,,,capacity_analysis,,,,2,,,,True,False,,2025-11-27T23:13:29.284Z,2,
scale-down,,2,scaling_decision,,,,,,,,,,1,2025-11-27T23:13:29.284Z,,
,20.0,,metrics,12.07,,,,,,2,,,,2025-11-27T23:13:29.331Z,,23.35
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:13:29.332Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,0,,,,,2025-11-27T23:13:29.332Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:13:29.332Z,,
,,,kv_cache,,12.6,0.126,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:13:29.332Z,,
,,,kv_cache,,0.1,0.001,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,,,,,,2025-11-27T23:13:29.332Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:13:29.332Z,,
,,,capacity_analysis,,,,2,,,,True,False,,2025-11-27T23:13:29.333Z,2,
,,,capacity_analysis,,,,2,,,,True,False,,2025-11-27T23:13:29.333Z,2,
scale-down,,2,scaling_decision,,,,,,,,,,1,2025-11-27T23:13:29.333Z,,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T23:13:59.303Z,,0.0
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:13:59.304Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,,,,,,2025-11-27T23:13:59.304Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:13:59.304Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:13:59.304Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,0,,,,,2025-11-27T23:13:59.304Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:13:59.304Z,,
,,,capacity_analysis,,,,2,,,,True,False,,2025-11-27T23:13:59.305Z,2,
,,,capacity_analysis,,,,2,,,,True,False,,2025-11-27T23:13:59.305Z,2,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:13:59.305Z,,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T23:13:59.347Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:13:59.348Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,0,,,,,2025-11-27T23:13:59.348Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:13:59.348Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:13:59.348Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9q7222,,,,,,2025-11-27T23:13:59.348Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:13:59.348Z,,
,,,capacity_analysis,,,,2,,,,True,False,,2025-11-27T23:13:59.349Z,2,
,,,capacity_analysis,,,,2,,,,True,False,,2025-11-27T23:13:59.349Z,2,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:13:59.349Z,,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T23:14:29.331Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:14:29.332Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:14:29.332Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:14:29.332Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:14:29.332Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:14:29.332Z,1,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:14:29.332Z,1,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:14:29.333Z,,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T23:14:29.363Z,,0.0
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:14:29.364Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:14:29.364Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:14:29.364Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:14:29.364Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:14:29.364Z,1,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:14:29.364Z,1,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:14:29.364Z,,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T23:14:59.351Z,,0.0
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:14:59.352Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:14:59.352Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:14:59.352Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:14:59.352Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:14:59.352Z,1,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:14:59.352Z,1,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:14:59.352Z,,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T23:14:59.381Z,,0.0
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:14:59.382Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:14:59.382Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:14:59.383Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:14:59.383Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:14:59.383Z,1,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:14:59.383Z,1,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:14:59.383Z,,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T23:15:29.378Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:15:29.380Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:15:29.380Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:15:29.380Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:15:29.380Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:15:29.380Z,1,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:15:29.380Z,1,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:15:29.380Z,,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T23:15:29.397Z,,0.0
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:15:29.398Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:15:29.398Z,,
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:15:29.399Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:15:29.399Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:15:29.399Z,1,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:15:29.399Z,1,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:15:29.399Z,,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T23:15:59.578Z,,0.0
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:15:59.580Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:15:59.580Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:15:59.580Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:15:59.580Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:15:59.580Z,1,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:15:59.580Z,1,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:15:59.580Z,,
,10.0,,metrics,0.0,,,,,,1,,,,2025-11-27T23:15:59.594Z,,0.0
,,,kv_cache,,0.0,0.0,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:15:59.596Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:15:59.596Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:15:59.596Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:15:59.596Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:15:59.596Z,1,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:15:59.596Z,1,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:15:59.596Z,,
,10.0,,metrics,10.33,,,,,,1,,,,2025-11-27T23:16:29.610Z,,21.19
,,,kv_cache,,5.5,0.055,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:16:29.611Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:16:29.611Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:16:29.611Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:16:29.611Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:16:29.612Z,1,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:16:29.612Z,1,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:16:29.612Z,,
,10.0,,metrics,10.33,,,,,,1,,,,2025-11-27T23:16:29.626Z,,21.19
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:16:29.628Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:16:29.628Z,,
,,,kv_cache,,5.5,0.055,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:16:29.628Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:16:29.628Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:16:29.628Z,1,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:16:29.628Z,1,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:16:29.628Z,,
,10.0,,metrics,11.63,,,,,,1,,,,2025-11-27T23:16:59.636Z,,23.35
,,,kv_cache,,7.4,0.074,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:16:59.637Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:16:59.637Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:16:59.637Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:16:59.637Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:16:59.637Z,1,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:16:59.637Z,1,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:16:59.638Z,,
,10.0,,metrics,11.63,,,,,,1,,,,2025-11-27T23:16:59.650Z,,23.35
,,,kv_cache,,7.4,0.074,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:16:59.652Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:16:59.652Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:16:59.652Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:16:59.652Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:16:59.652Z,1,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:16:59.652Z,1,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:16:59.652Z,,
,10.0,,metrics,13.19,,,,,,1,,,,2025-11-27T23:17:29.656Z,,25.26
,,,kv_cache,,21.1,0.211,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,,,,,,2025-11-27T23:17:29.661Z,,
,,,kv_cache,,,,,,,,,,,2025-11-27T23:17:29.661Z,,
,,,queue,,,,,ms-inference-scheduling-llm-d-modelservice-decode-789945f9zt6lq,0,,,,,2025-11-27T23:17:29.661Z,,
,,,queue,,,,,,,,,,,2025-11-27T23:17:29.661Z,,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:17:29.661Z,1,
,,,capacity_analysis,,,,1,,,,False,False,,2025-11-27T23:17:29.661Z,1,
no-change,,1,scaling_decision,,,,,,,,,,1,2025-11-27T23:17:29.661Z,,
