timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-05 23:19:18.679000+00:00,2,0.0,0.0
2025-12-05 23:20:18.705000+00:00,1,0.0,0.0
2025-12-05 23:21:18.865000+00:00,1,19.59,9.42
2025-12-05 23:22:18.896000+00:00,1,18.96,9.13
2025-12-05 23:23:18.920000+00:00,1,19.38,9.37
2025-12-05 23:24:18.951000+00:00,1,27.2,13.58
2025-12-05 23:25:18.978000+00:00,1,31.9,16.75
2025-12-05 23:26:18.980000+00:00,2,33.4,17.56
2025-12-05 23:26:19.029000+00:00,2,33.4,17.56
2025-12-05 23:27:19.058000+00:00,2,33.94,17.55
2025-12-05 23:28:19.091000+00:00,2,33.22,19.99
2025-12-05 23:29:19.131000+00:00,4,22.41,11.12
2025-12-05 23:30:19.162000+00:00,3,26.01,13.23
2025-12-05 23:31:19.203000+00:00,3,22.66,11.38
2025-12-05 23:32:19.240000+00:00,3,19.46,9.46
2025-12-05 23:33:19.288000+00:00,3,19.46,9.25
2025-12-05 23:34:19.362000+00:00,3,17.19,8.14
2025-12-05 23:35:19.394000+00:00,2,18.39,8.84
2025-12-05 23:36:19.435000+00:00,2,18.71,9.06
2025-12-05 23:37:19.631000+00:00,2,16.17,7.64
2025-12-05 23:38:19.661000+00:00,1,18.94,9.06
2025-12-05 23:39:19.691000+00:00,1,19.45,9.45
2025-12-05 23:40:19.720000+00:00,1,0.0,0.0
