timestamp,slo_itl,slo_ttft
2025-12-03 21:20:48.247000+00:00,10,1000
2025-12-03 21:21:48.251000+00:00,10,1000
2025-12-03 21:22:48.278000+00:00,10,1000
2025-12-03 21:23:48.388000+00:00,10,1000
2025-12-03 21:24:48.414000+00:00,10,1000
2025-12-03 21:25:48.436000+00:00,10,1000
2025-12-03 21:26:48.460000+00:00,10,1000
2025-12-03 21:27:48.486000+00:00,10,1000
2025-12-03 21:28:48.521000+00:00,10,1000
2025-12-03 21:29:48.547000+00:00,10,1000
2025-12-03 21:30:48.583000+00:00,10,1000
2025-12-03 21:31:48.617000+00:00,10,1000
2025-12-03 21:32:48.652000+00:00,10,1000
2025-12-03 21:33:48.677000+00:00,10,1000
2025-12-03 21:34:48.715000+00:00,10,1000
2025-12-03 21:35:48.775000+00:00,10,1000
2025-12-03 21:36:48.810000+00:00,10,1000
2025-12-03 21:37:48.833000+00:00,10,1000
