timestamp,pod,kv_cache_usage,kv_cache_pct
2025-12-03 21:23:48.288000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.0,0.0
2025-12-03 21:24:48.413000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.0,0.0
2025-12-03 21:25:48.435000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.0,0.0
2025-12-03 21:26:48.460000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.048,4.8
2025-12-03 21:27:48.486000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.081,8.1
2025-12-03 21:28:48.520000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.136,13.6
2025-12-03 21:29:48.546000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.326,32.6
2025-12-03 21:30:48.582000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.067,6.7
2025-12-03 21:30:48.582000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cz9f4v,0.036,3.6
2025-12-03 21:30:48.582000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cpfcd8,0.016,1.6
2025-12-03 21:30:48.582000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c2vgzk,0.036,3.6
2025-12-03 21:30:48.582000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c9sq6t,0.037,3.7
2025-12-03 21:31:48.616000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.078,7.8
2025-12-03 21:31:48.616000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cz9f4v,0.021,2.1
2025-12-03 21:31:48.616000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cpfcd8,0.082,8.2
2025-12-03 21:31:48.616000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c2vgzk,0.081,8.1
2025-12-03 21:31:48.616000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c9sq6t,0.018,1.8
2025-12-03 21:32:48.651000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.088,8.8
2025-12-03 21:32:48.651000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cpfcd8,0.102,10.2
2025-12-03 21:32:48.651000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c2vgzk,0.084,8.4
2025-12-03 21:33:48.677000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.034,3.4
2025-12-03 21:33:48.677000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cpfcd8,0.041,4.1
2025-12-03 21:33:48.677000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c2vgzk,0.028,2.8
2025-12-03 21:34:48.714000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.064,6.4
2025-12-03 21:34:48.714000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cpfcd8,0.051,5.1
2025-12-03 21:34:48.714000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c2vgzk,0.036,3.6
2025-12-03 21:35:48.766000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.037,3.7
2025-12-03 21:35:48.766000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cpfcd8,0.038,3.8
2025-12-03 21:35:48.766000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c2vgzk,0.025,2.5
2025-12-03 21:36:48.809000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.0,0.0
2025-12-03 21:36:48.809000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c2vgzk,0.0,0.0
2025-12-03 21:37:48.832000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4chmjgp,0.0,0.0
2025-12-03 21:37:48.832000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c65q4j,0.0,0.0
