timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-08 23:38:02.928000+00:00,1,0.0,0.0
2025-12-08 23:39:02.957000+00:00,1,0.0,0.0
2025-12-08 23:40:02.981000+00:00,1,20.04,9.86
2025-12-08 23:41:03.016000+00:00,1,19.57,9.68
2025-12-08 23:42:03.051000+00:00,1,18.79,9.3
2025-12-08 23:43:03.095000+00:00,1,21.66,10.54
2025-12-08 23:44:03.142000+00:00,2,26.28,13.33
2025-12-08 23:45:03.190000+00:00,5,17.64,9.76
2025-12-08 23:46:03.223000+00:00,3,18.8,9.48
2025-12-08 23:47:03.256000+00:00,2,26.76,13.92
2025-12-08 23:48:03.336000+00:00,4,22.13,11.1
2025-12-08 23:49:03.373000+00:00,4,20.83,10.47
2025-12-08 23:50:03.414000+00:00,9,20.22,9.81
2025-12-08 23:51:03.454000+00:00,7,19.69,9.75
2025-12-08 23:52:03.493000+00:00,5,20.55,9.8
2025-12-08 23:53:03.533000+00:00,4,18.95,9.28
2025-12-08 23:54:03.572000+00:00,3,19.8,9.9
2025-12-08 23:55:03.611000+00:00,3,19.44,9.69
2025-12-08 23:56:03.641000+00:00,3,17.45,8.9
2025-12-08 23:57:03.673000+00:00,1,22.04,10.97
2025-12-08 23:58:03.706000+00:00,3,19.31,9.51
2025-12-08 23:59:03.751000+00:00,2,17.85,9.02
