timestamp,pod,kv_cache_usage,kv_cache_pct
2025-12-10 12:06:10.790000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
2025-12-10 12:07:10.816000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
2025-12-10 12:08:10.846000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
2025-12-10 12:09:10.877000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
2025-12-10 12:10:10.919000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
2025-12-10 12:11:11.085000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.003,0.3
2025-12-10 12:12:11.118000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.038,3.8
2025-12-10 12:13:11.153000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.032,3.2
2025-12-10 12:14:11.194000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.026,2.6
2025-12-10 12:15:11.233000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.123,12.3
2025-12-10 12:16:11.274000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.139,13.9
2025-12-10 12:17:11.316000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.134,13.4
2025-12-10 12:18:11.357000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.433,43.3
2025-12-10 12:19:11.392000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.536,53.6
2025-12-10 12:20:11.438000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.62,62.0
2025-12-10 12:21:11.489000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.824,82.4
2025-12-10 12:22:11.533000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.998,99.8
2025-12-10 12:22:11.533000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0.234,23.4
2025-12-10 12:23:11.576000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.531,53.1
2025-12-10 12:23:11.576000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0.134,13.4
2025-12-10 12:24:11.662000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.131,13.1
2025-12-10 12:24:11.662000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0.123,12.3
2025-12-10 12:25:11.709000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.083,8.3
2025-12-10 12:25:11.709000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0.071,7.1
2025-12-10 12:26:11.750000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.055,5.5
2025-12-10 12:26:11.750000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0.07,7.0
2025-12-10 12:27:11.801000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.057,5.7
2025-12-10 12:27:11.801000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0.088,8.8
2025-12-10 12:28:11.842000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.069,6.9
2025-12-10 12:28:11.842000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0.07,7.0
2025-12-10 12:29:11.882000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.065,6.5
2025-12-10 12:29:11.882000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0.022,2.2
2025-12-10 12:30:11.928000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.053,5.3
2025-12-10 12:31:11.977000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.039,3.9
2025-12-10 12:32:12.026000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
