timestamp,pod,queue_length
2025-12-10 12:06:10.790000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:07:10.816000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:08:10.846000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:09:10.877000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:10:10.907000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:11:11.085000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:12:11.118000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:13:11.153000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:14:11.194000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:15:11.233000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:16:11.274000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:17:11.316000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:18:11.357000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:19:11.392000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:20:11.438000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:21:11.489000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:22:11.533000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,145
2025-12-10 12:22:11.533000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0
2025-12-10 12:23:11.576000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:23:11.576000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0
2025-12-10 12:24:11.662000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:24:11.662000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0
2025-12-10 12:25:11.709000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:25:11.709000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0
2025-12-10 12:26:11.751000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:26:11.751000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0
2025-12-10 12:27:11.801000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:27:11.801000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0
2025-12-10 12:28:11.841000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:28:11.841000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0
2025-12-10 12:29:11.882000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:29:11.882000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d5vkpq,0
2025-12-10 12:30:11.928000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:31:11.966000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
2025-12-10 12:32:12.024000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0
