timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-10 03:48:07.506000+00:00,1,0.0,0.0
2025-12-10 03:49:07.535000+00:00,1,28.52,14.4
2025-12-10 03:50:07.579000+00:00,1,29.61,15.31
2025-12-10 03:51:07.799000+00:00,1,70.67,39.42
2025-12-10 03:52:07.835000+00:00,2,5760.06,58.54
2025-12-10 03:53:07.878000+00:00,2,273.24,53.88
2025-12-10 03:54:07.926000+00:00,2,551.37,63.11
2025-12-10 03:55:07.969000+00:00,4,463.19,53.95
2025-12-10 03:56:08.014000+00:00,5,36.13,21.14
2025-12-10 03:57:08.071000+00:00,5,28.26,14.58
2025-12-10 03:58:08.121000+00:00,6,20.98,10.43
2025-12-10 03:59:08.163000+00:00,6,19.66,9.61
2025-12-10 04:00:08.322000+00:00,6,19.57,9.46
2025-12-10 04:01:08.361000+00:00,5,19.93,9.88
2025-12-10 04:02:08.409000+00:00,5,20.96,10.46
2025-12-10 04:03:08.448000+00:00,5,20.73,10.28
2025-12-10 04:04:08.494000+00:00,5,18.59,9.03
2025-12-10 04:05:08.535000+00:00,4,19.35,9.5
2025-12-10 04:06:08.577000+00:00,4,17.54,8.49
2025-12-10 04:07:08.615000+00:00,3,16.8,7.78
2025-12-10 04:08:08.656000+00:00,1,19.54,7.54
2025-12-10 04:09:08.695000+00:00,1,0.0,0.0
