timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-10 16:53:03.794000+00:00,1,0.0,0.0
2025-12-10 16:54:03.823000+00:00,1,0.0,0.0
2025-12-10 16:55:03.851000+00:00,1,22.53,11.59
2025-12-10 16:56:03.886000+00:00,1,28.38,14.42
2025-12-10 16:57:03.928000+00:00,1,30.03,15.4
2025-12-10 16:58:03.966000+00:00,1,99.96,61.21
2025-12-10 16:59:04.005000+00:00,2,2342.98,70.52
2025-12-10 17:00:04.056000+00:00,2,834.58,43.64
2025-12-10 17:01:04.103000+00:00,2,144.18,57.24
2025-12-10 17:02:04.201000+00:00,2,367.2,62.63
2025-12-10 17:03:04.244000+00:00,4,379.77,65.01
2025-12-10 17:04:04.282000+00:00,4,59.13,31.08
2025-12-10 17:05:04.334000+00:00,4,38.09,20.38
2025-12-10 17:06:04.377000+00:00,4,38.46,20.23
2025-12-10 17:07:04.421000+00:00,4,27.48,14.22
2025-12-10 17:08:04.465000+00:00,10,22.76,11.44
2025-12-10 17:09:04.523000+00:00,10,17.36,8.32
2025-12-10 17:10:04.575000+00:00,10,16.96,8.27
2025-12-10 17:11:04.894000+00:00,10,16.8,7.92
2025-12-10 17:12:04.946000+00:00,10,16.2,7.84
2025-12-10 17:13:04.992000+00:00,10,15.08,7.18
2025-12-10 17:14:05.034000+00:00,7,15.71,7.3
2025-12-10 17:15:05.078000+00:00,6,16.17,7.38
2025-12-10 17:16:05.172000+00:00,6,0.0,0.0
2025-12-10 17:17:05.214000+00:00,1,0.0,0.0
