timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-10 13:10:13.840000+00:00,1,0.0,0.0
2025-12-10 13:11:13.867000+00:00,1,0.0,0.0
2025-12-10 13:12:13.913000+00:00,1,0.0,0.0
2025-12-10 13:13:13.942000+00:00,1,0.0,0.0
2025-12-10 13:14:13.977000+00:00,1,0.0,0.0
2025-12-10 13:15:14.007000+00:00,1,0.0,0.0
2025-12-10 13:16:14.055000+00:00,1,16.59,7.92
2025-12-10 13:17:14.097000+00:00,1,17.41,8.89
2025-12-10 13:18:14.139000+00:00,1,26.76,13.31
2025-12-10 13:19:14.175000+00:00,1,44.07,26.35
2025-12-10 13:20:14.223000+00:00,1,58.7,36.33
2025-12-10 13:21:14.266000+00:00,2,72.45,45.79
2025-12-10 13:22:14.310000+00:00,2,35.75,21.05
2025-12-10 13:23:14.347000+00:00,2,22.58,11.42
2025-12-10 13:24:14.392000+00:00,2,21.48,10.41
2025-12-10 13:25:14.433000+00:00,2,16.34,8.07
2025-12-10 13:26:14.487000+00:00,1,20.29,10.14
2025-12-10 13:27:14.524000+00:00,1,22.09,10.89
2025-12-10 13:28:14.566000+00:00,1,20.9,10.54
2025-12-10 13:29:14.609000+00:00,2,20.07,9.77
2025-12-10 13:30:14.653000+00:00,2,17.38,8.75
2025-12-10 13:31:14.694000+00:00,2,15.8,8.25
2025-12-10 13:32:14.746000+00:00,1,20.99,10.38
2025-12-10 13:33:14.787000+00:00,1,20.57,9.87
2025-12-10 13:34:14.831000+00:00,1,20.21,9.9
2025-12-10 13:35:14.867000+00:00,1,20.46,10.1
2025-12-10 13:36:14.913000+00:00,1,17.57,8.3
2025-12-10 13:37:14.952000+00:00,1,17.55,8.13
2025-12-10 13:38:15.083000+00:00,1,17.33,8.18
2025-12-10 13:39:15.119000+00:00,1,17.92,8.43
2025-12-10 13:40:15.164000+00:00,1,17.73,8.28
2025-12-10 13:41:15.209000+00:00,1,17.43,8.52
2025-12-10 13:42:15.252000+00:00,1,17.85,8.38
2025-12-10 13:43:15.290000+00:00,1,17.48,8.5
2025-12-10 13:44:15.335000+00:00,1,17.5,8.22
2025-12-10 13:45:15.376000+00:00,1,17.33,8.23
2025-12-10 13:46:15.418000+00:00,1,17.09,8.04
2025-12-10 13:47:15.452000+00:00,1,0.0,0.0
