timestamp,pod,kv_cache_usage,kv_cache_pct
2025-12-10 02:06:11.813000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
2025-12-10 02:07:11.844000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
2025-12-10 02:08:11.871000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
2025-12-10 02:09:11.902000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
2025-12-10 02:10:11.929000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
2025-12-10 02:11:11.978000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.0,0.0
2025-12-10 02:12:12.014000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.048,4.8
2025-12-10 02:13:12.051000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.088,8.8
2025-12-10 02:14:12.089000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.384,38.4
2025-12-10 02:15:12.132000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.55,55.0
2025-12-10 02:16:12.177000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.717,71.7
2025-12-10 02:16:12.177000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d8kc7r,0.045,4.5
2025-12-10 02:17:12.224000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.723,72.3
2025-12-10 02:17:12.224000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d8kc7r,0.063,6.3
2025-12-10 02:18:12.264000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.174,17.4
2025-12-10 02:18:12.264000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d8kc7r,0.086,8.6
2025-12-10 02:18:12.264000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ddf67l,0.024,2.4
2025-12-10 02:19:12.304000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.098,9.8
2025-12-10 02:19:12.304000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d8kc7r,0.061,6.1
2025-12-10 02:19:12.304000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ddf67l,0.032,3.2
2025-12-10 02:20:12.338000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.053,5.3
2025-12-10 02:20:12.338000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d8kc7r,0.031,3.1
2025-12-10 02:20:12.338000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ddf67l,0.006,0.6
2025-12-10 02:21:12.382000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.082,8.2
2025-12-10 02:21:12.382000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984ddf67l,0.005,0.5
2025-12-10 02:22:12.417000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.1,10.0
2025-12-10 02:23:12.455000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.112,11.2
2025-12-10 02:24:12.492000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.102,10.2
2025-12-10 02:25:12.531000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.106,10.6
2025-12-10 02:25:12.531000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.0,0.0
2025-12-10 02:26:12.570000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.062,6.2
2025-12-10 02:26:12.570000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.03,3.0
2025-12-10 02:27:12.608000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.043,4.3
2025-12-10 02:27:12.608000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.039,3.9
2025-12-10 02:28:12.644000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.025,2.5
2025-12-10 02:28:12.644000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.04,4.0
2025-12-10 02:28:12.644000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d9pjqj,0.001,0.1
2025-12-10 02:29:12.684000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.019,1.9
2025-12-10 02:29:12.684000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dfbv74,0.005,0.5
2025-12-10 02:29:12.684000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.024,2.4
2025-12-10 02:29:12.684000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d9pjqj,0.024,2.4
2025-12-10 02:30:12.726000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.019,1.9
2025-12-10 02:30:12.726000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dfbv74,0.023,2.3
2025-12-10 02:30:12.726000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.025,2.5
2025-12-10 02:31:12.766000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.026,2.6
2025-12-10 02:31:12.766000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dfbv74,0.017,1.7
2025-12-10 02:31:12.766000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.008,0.8
2025-12-10 02:32:12.796000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.024,2.4
2025-12-10 02:32:12.796000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.019,1.9
2025-12-10 02:33:12.836000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.018,1.8
2025-12-10 02:33:12.836000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.013,1.3
2025-12-10 02:34:12.875000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.024,2.4
2025-12-10 02:34:12.875000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.025,2.5
2025-12-10 02:35:12.915000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.008,0.8
2025-12-10 02:35:12.915000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.015,1.5
2025-12-10 02:36:12.977000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.026,2.6
2025-12-10 02:36:12.977000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.019,1.9
2025-12-10 02:37:13.019000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.021,2.1
2025-12-10 02:37:13.019000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.037,3.7
2025-12-10 02:38:13.056000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.021,2.1
2025-12-10 02:38:13.056000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.019,1.9
2025-12-10 02:39:13.111000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.021,2.1
2025-12-10 02:39:13.111000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.016,1.6
2025-12-10 02:40:13.154000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.018,1.8
2025-12-10 02:40:13.154000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d6t4gh,0.018,1.8
2025-12-10 02:41:13.195000+00:00,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0.014,1.4
