timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-10 02:06:11.826000+00:00,1,0.0,0.0
2025-12-10 02:07:11.860000+00:00,1,0.0,0.0
2025-12-10 02:08:11.885000+00:00,1,0.0,0.0
2025-12-10 02:09:11.917000+00:00,1,0.0,0.0
2025-12-10 02:10:11.953000+00:00,1,0.0,0.0
2025-12-10 02:11:12.002000+00:00,1,0.0,0.0
2025-12-10 02:12:12.027000+00:00,1,18.09,8.58
2025-12-10 02:13:12.066000+00:00,1,20.09,10.6
2025-12-10 02:14:12.104000+00:00,1,39.54,22.34
2025-12-10 02:15:12.147000+00:00,1,54.57,32.13
2025-12-10 02:16:12.195000+00:00,2,68.7,42.11
2025-12-10 02:17:12.243000+00:00,2,38.41,23.03
2025-12-10 02:18:12.280000+00:00,3,21.88,10.77
2025-12-10 02:19:12.320000+00:00,3,19.26,9.31
2025-12-10 02:20:12.354000+00:00,3,15.76,7.91
2025-12-10 02:21:12.398000+00:00,1,18.63,9.51
2025-12-10 02:22:12.432000+00:00,1,21.47,10.64
2025-12-10 02:23:12.469000+00:00,1,21.38,10.45
2025-12-10 02:24:12.507000+00:00,1,21.51,10.54
2025-12-10 02:25:12.545000+00:00,2,21.68,10.72
2025-12-10 02:26:12.585000+00:00,2,17.57,8.44
2025-12-10 02:27:12.626000+00:00,2,15.63,8.15
2025-12-10 02:28:12.659000+00:00,3,15.04,8.0
2025-12-10 02:29:12.701000+00:00,4,14.83,7.61
2025-12-10 02:30:12.742000+00:00,3,15.36,7.61
2025-12-10 02:31:12.781000+00:00,3,15.39,7.2
2025-12-10 02:32:12.811000+00:00,2,15.78,7.41
2025-12-10 02:33:12.853000+00:00,2,16.04,7.37
2025-12-10 02:34:12.890000+00:00,2,16.36,7.53
2025-12-10 02:35:12.958000+00:00,2,15.78,7.44
2025-12-10 02:36:12.994000+00:00,2,16.17,7.38
2025-12-10 02:37:13.034000+00:00,2,15.57,7.43
2025-12-10 02:38:13.082000+00:00,2,15.97,7.59
2025-12-10 02:39:13.131000+00:00,2,15.65,7.47
2025-12-10 02:40:13.168000+00:00,2,16.31,7.44
2025-12-10 02:41:13.215000+00:00,2,15.74,7.48
2025-12-10 02:42:13.249000+00:00,2,0.0,6.67
2025-12-10 02:43:13.299000+00:00,1,0.0,0.0
2025-12-10 02:44:13.324000+00:00,1,0.0,0.0
