timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-09 14:51:57.097000+00:00,1,0.0,0.0
2025-12-09 14:52:57.130000+00:00,1,0.0,0.0
2025-12-09 14:53:57.155000+00:00,1,0.0,0.0
2025-12-09 14:54:57.191000+00:00,1,0.0,0.0
2025-12-09 14:55:57.218000+00:00,1,0.0,0.0
2025-12-09 14:56:57.245000+00:00,1,24.8,6.79
2025-12-09 14:57:57.290000+00:00,1,16.63,8.14
2025-12-09 14:58:57.324000+00:00,1,15.94,7.91
2025-12-09 14:59:57.358000+00:00,1,16.74,7.97
2025-12-09 15:00:57.414000+00:00,1,24.83,12.53
2025-12-09 15:01:57.453000+00:00,1,24.45,12.58
2025-12-09 15:02:57.495000+00:00,1,22.53,12.37
2025-12-09 15:03:57.531000+00:00,2,40.5,22.87
2025-12-09 15:04:57.573000+00:00,2,24.15,12.95
2025-12-09 15:05:57.610000+00:00,2,21.32,10.72
2025-12-09 15:06:57.649000+00:00,2,25.42,13.11
2025-12-09 15:07:57.696000+00:00,3,22.82,11.72
2025-12-09 15:08:57.742000+00:00,3,19.57,9.46
2025-12-09 15:09:57.779000+00:00,3,18.98,9.19
2025-12-09 15:10:57.828000+00:00,3,16.97,8.34
2025-12-09 15:11:57.864000+00:00,2,18.3,9.05
2025-12-09 15:12:57.904000+00:00,2,18.87,9.19
2025-12-09 15:13:57.950000+00:00,2,16.8,7.83
2025-12-09 15:14:57.988000+00:00,1,17.86,8.56
2025-12-09 15:15:58.035000+00:00,1,17.77,8.85
2025-12-09 15:16:58.096000+00:00,1,0.0,0.0
