timestamp,kv_usage_mean,kv_usage_max,kv_usage_min,kv_pct_mean,kv_pct_max,kv_pct_min,time_relative
2025-12-10 01:29:43.620000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335e-05
2025-12-10 01:30:43.644000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0004333333333333
2025-12-10 01:31:43.669000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0008500000000002
2025-12-10 01:32:43.700000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0013666666666667
2025-12-10 01:33:43.725000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.001783333333333
2025-12-10 01:34:43.753000+00:00,0.011,0.011,0.011,1.1,1.1,1.1,5.00225
2025-12-10 01:35:43.795000+00:00,0.024,0.024,0.024,2.4,2.4,2.4,6.00295
2025-12-10 01:36:43.822000+00:00,0.034,0.034,0.034,3.4,3.4,3.4,7.0034
2025-12-10 01:37:43.848000+00:00,0.03,0.03,0.03,3.0,3.0,3.0,8.003833333333334
2025-12-10 01:38:43.874000+00:00,0.146,0.146,0.146,14.6,14.6,14.6,9.004266666666666
2025-12-10 01:39:43.900000+00:00,0.161,0.161,0.161,16.1,16.1,16.1,10.004700000000001
2025-12-10 01:40:43.927000+00:00,0.141,0.141,0.141,14.1,14.1,14.1,11.005149999999999
2025-12-10 01:41:43.948000+00:00,0.429,0.429,0.429,42.9,42.9,42.9,12.005500000000001
2025-12-10 01:42:43.976000+00:00,0.579,0.579,0.579,57.9,57.9,57.9,13.005966666666666
2025-12-10 01:43:43.998000+00:00,0.647,0.647,0.647,64.7,64.7,64.7,14.006333333333334
2025-12-10 01:44:44.027000+00:00,0.3975,0.794,0.001,39.75,79.4,0.1,15.006816666666667
2025-12-10 01:45:44.053000+00:00,0.426,0.714,0.138,42.6,71.4,13.8,16.00725
2025-12-10 01:46:44.082000+00:00,0.1295,0.135,0.124,12.95,13.5,12.4,17.007733333333334
2025-12-10 01:47:44.107000+00:00,0.298,0.476,0.12,29.8,47.6,12.0,18.00815
2025-12-10 01:48:44.135000+00:00,0.502,0.502,0.502,50.2,50.2,50.2,19.00861666666667
2025-12-10 01:49:44.163000+00:00,0.191,0.191,0.191,19.1,19.1,19.1,20.009083333333333
2025-12-10 01:50:44.193000+00:00,0.216,0.216,0.216,21.6,21.6,21.6,21.009583333333335
2025-12-10 01:51:44.293000+00:00,0.124,0.124,0.124,12.4,12.4,12.4,22.01125
2025-12-10 01:52:44.326000+00:00,0.076,0.076,0.076,7.6,7.6,7.6,23.0118
2025-12-10 01:53:44.350000+00:00,0.054,0.054,0.054,5.4,5.4,5.4,24.0122
2025-12-10 01:54:44.376000+00:00,0.066,0.066,0.066,6.6,6.6,6.6,25.012633333333333
2025-12-10 01:55:44.404000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.0131
2025-12-10 01:56:44.432000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.01356666666667
