action,current_replicas,event_type,observed_itl,observed_replicas,observed_ttft,predicted_itl,predicted_replicas,predicted_ttft,target_replicas,timestamp
scale-up,2,scaling_decision,,,,,,,3,2025-12-09T15:05:57.621Z
,,observed_metrics,13.11,2,25.42,,,,,2025-12-09T15:06:57.649Z
,,prediction,,,,9.282634,4,21.298285,,2025-12-09T15:06:57.654Z
scale-up,2,scaling_decision,,,,,,,4,2025-12-09T15:06:57.654Z
,,observed_metrics,11.72,3,22.82,,,,,2025-12-09T15:07:57.696Z
,,prediction,,,,9.74806,3,23.013176,,2025-12-09T15:07:57.706Z
no-change,3,scaling_decision,,,,,,,3,2025-12-09T15:07:57.706Z
,,observed_metrics,9.46,3,19.57,,,,,2025-12-09T15:08:57.742Z
,,prediction,,,,9.497243,3,22.900692,,2025-12-09T15:08:57.752Z
no-change,3,scaling_decision,,,,,,,3,2025-12-09T15:08:57.752Z
,,observed_metrics,9.19,3,18.98,,,,,2025-12-09T15:09:57.779Z
,,prediction,,,,9.1777725,3,21.776585,,2025-12-09T15:09:57.789Z
no-change,3,scaling_decision,,,,,,,3,2025-12-09T15:09:57.789Z
,,observed_metrics,8.34,3,16.97,,,,,2025-12-09T15:10:57.828Z
,,prediction,,,,9.467363,2,22.500965,,2025-12-09T15:10:57.838Z
scale-down,3,scaling_decision,,,,,,,2,2025-12-09T15:10:57.838Z
,,observed_metrics,9.05,2,18.3,,,,,2025-12-09T15:11:57.864Z
,,prediction,,,,8.988474,2,20.61031,,2025-12-09T15:11:57.869Z
no-change,2,scaling_decision,,,,,,,2,2025-12-09T15:11:57.869Z
,,observed_metrics,9.19,2,18.87,,,,,2025-12-09T15:12:57.904Z
,,prediction,,,,9.206748,2,21.149694,,2025-12-09T15:12:57.914Z
no-change,2,scaling_decision,,,,,,,2,2025-12-09T15:12:57.914Z
,,observed_metrics,7.83,2,16.8,,,,,2025-12-09T15:13:57.950Z
,,prediction,,,,9.080964,1,21.74315,,2025-12-09T15:13:57.960Z
scale-down,2,scaling_decision,,,,,,,1,2025-12-09T15:13:57.960Z
,,observed_metrics,8.56,1,17.86,,,,,2025-12-09T15:14:57.988Z
,,prediction,,,,8.538365,1,19.215998,,2025-12-09T15:14:57.999Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T15:14:57.999Z
,,observed_metrics,8.85,1,17.77,,,,,2025-12-09T15:15:58.035Z
,,prediction,,,,8.85345,1,19.612207,,2025-12-09T15:15:58.040Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T15:15:58.040Z
,,observed_metrics,0.0,1,0.0,,,,,2025-12-09T15:16:58.096Z
,,prediction,,,,6.9555097,1,13.686905,,2025-12-09T15:16:58.097Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T15:16:58.097Z
