timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-03 20:42:40.264000+00:00,1,0.0,0.0
2025-12-03 20:43:40.294000+00:00,1,0.0,0.0
2025-12-03 20:44:40.317000+00:00,1,0.0,0.0
2025-12-03 20:45:40.337000+00:00,1,0.0,0.0
2025-12-03 20:46:40.362000+00:00,1,0.0,0.0
2025-12-03 20:47:40.383000+00:00,1,0.0,0.0
2025-12-03 20:48:40.408000+00:00,1,22.93,11.16
2025-12-03 20:49:40.427000+00:00,1,21.5,10.89
2025-12-03 20:50:40.466000+00:00,6,42.67,24.95
2025-12-03 20:51:40.501000+00:00,9,42.81,23.76
2025-12-03 20:52:40.549000+00:00,10,17.78,10.37
2025-12-03 20:53:40.769000+00:00,10,18.32,9.01
2025-12-03 20:54:40.891000+00:00,3,19.72,9.95
2025-12-03 20:55:40.927000+00:00,3,20.38,10.32
2025-12-03 20:56:40.962000+00:00,5,19.56,9.85
2025-12-03 20:57:40.998000+00:00,4,0.0,0.0
2025-12-03 20:58:41.024000+00:00,1,0.0,0.0
