timestamp,slo_itl,slo_ttft
2025-12-03 20:42:40.255000+00:00,10,1000
2025-12-03 20:43:40.283000+00:00,10,1000
2025-12-03 20:44:40.308000+00:00,10,1000
2025-12-03 20:45:40.328000+00:00,10,1000
2025-12-03 20:46:40.353000+00:00,10,1000
2025-12-03 20:47:40.373000+00:00,10,1000
2025-12-03 20:48:40.399000+00:00,10,1000
2025-12-03 20:49:40.418000+00:00,10,1000
2025-12-03 20:50:40.456000+00:00,10,1000
2025-12-03 20:51:40.491000+00:00,10,1000
2025-12-03 20:52:40.539000+00:00,10,1000
2025-12-03 20:53:40.657000+00:00,10,1000
2025-12-03 20:54:40.880000+00:00,10,1000
2025-12-03 20:55:40.913000+00:00,10,1000
2025-12-03 20:56:40.952000+00:00,10,1000
2025-12-03 20:57:40.983000+00:00,10,1000
2025-12-03 20:58:41.014000+00:00,10,1000
