timestamp,kv_usage_mean,kv_usage_max,kv_usage_min,kv_pct_mean,kv_pct_max,kv_pct_min,time_relative
2025-12-09 20:58:35.045000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667e-05
2025-12-09 20:59:35.072000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0004666666666666
2025-12-09 21:00:35.106000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0010333333333334
2025-12-09 21:01:35.132000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0014666666666665
2025-12-09 21:02:35.163000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4.0019833333333334
2025-12-09 21:03:35.190000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.002433333333333
2025-12-09 21:04:35.220000+00:00,0.069,0.069,0.069,6.9,6.9,6.9,6.002933333333333
2025-12-09 21:05:35.250000+00:00,0.134,0.134,0.134,13.4,13.4,13.4,7.003433333333334
2025-12-09 21:06:35.279000+00:00,0.4,0.4,0.4,40.0,40.0,40.0,8.003916666666667
2025-12-09 21:07:35.310000+00:00,0.504,0.504,0.504,50.4,50.4,50.4,9.004433333333333
2025-12-09 21:08:35.340000+00:00,0.724,0.724,0.724,72.4,72.4,72.4,10.004933333333334
2025-12-09 21:09:35.578000+00:00,0.948,0.948,0.948,94.8,94.8,94.8,11.0089
2025-12-09 21:10:35.623000+00:00,0.517,0.989,0.045,51.7,98.9,4.5,12.009649999999999
2025-12-09 21:11:35.650000+00:00,0.32299999999999995,0.569,0.077,32.3,56.9,7.7,13.0101
2025-12-09 21:12:35.684000+00:00,0.0655,0.083,0.048,6.550000000000001,8.3,4.8,14.010666666666667
2025-12-09 21:13:35.709000+00:00,0.091,0.091,0.091,9.1,9.1,9.1,15.011083333333334
2025-12-09 21:14:35.737000+00:00,0.112,0.112,0.112,11.2,11.2,11.2,16.01155
2025-12-09 21:15:35.762000+00:00,0.089,0.089,0.089,8.9,8.9,8.9,17.011966666666666
2025-12-09 21:16:35.796000+00:00,0.094,0.094,0.094,9.4,9.4,9.4,18.012533333333334
2025-12-09 21:17:35.822000+00:00,0.102,0.102,0.102,10.2,10.2,10.2,19.012966666666667
2025-12-09 21:18:35.854000+00:00,0.104,0.104,0.104,10.4,10.4,10.4,20.0135
2025-12-09 21:19:35.881000+00:00,0.096,0.096,0.096,9.6,9.6,9.6,21.01395
2025-12-09 21:20:35.916000+00:00,0.098,0.098,0.098,9.8,9.8,9.8,22.014533333333336
2025-12-09 21:21:35.944000+00:00,0.067,0.067,0.067,6.7,6.7,6.7,23.015
2025-12-09 21:22:35.974000+00:00,0.103,0.103,0.103,10.3,10.3,10.3,24.0155
2025-12-09 21:23:35.997000+00:00,0.094,0.094,0.094,9.4,9.4,9.4,25.01588333333333
2025-12-09 21:24:36.024000+00:00,0.043,0.043,0.043,4.3,4.3,4.3,26.016333333333332
2025-12-09 21:25:36.048000+00:00,0.036,0.036,0.036,3.6,3.6,3.6,27.01673333333333
2025-12-09 21:26:36.081000+00:00,0.036,0.036,0.036,3.6,3.6,3.6,28.017283333333335
2025-12-09 21:27:36.114000+00:00,0.045,0.045,0.045,4.5,4.5,4.5,29.017833333333332
2025-12-09 21:28:36.140000+00:00,0.045,0.045,0.045,4.5,4.5,4.5,30.018266666666666
2025-12-09 21:29:36.163000+00:00,0.046,0.046,0.046,4.6,4.6,4.6,31.018649999999997
2025-12-09 21:30:36.188000+00:00,0.052,0.052,0.052,5.2,5.2,5.2,32.01906666666667
2025-12-09 21:31:36.227000+00:00,0.04,0.04,0.04,4.0,4.0,4.0,33.01971666666667
2025-12-09 21:32:36.259000+00:00,0.034,0.034,0.034,3.4,3.4,3.4,34.02025
