timestamp,replicas,desired_replicas,num_requests_waiting,num_requests_waiting_target,kv_cache_usage_perc,kv_cache_usage_target,ttft_ms,itl_ms,request_rate_per_min,active_jobs
2025-12-10 15:51:03,1,1,0,20,0,0.5,0.00,0.00,0.00,0
2025-12-10 15:51:24,1,1,0,20,0,0.5,0.00,0.00,0.00,0
2025-12-10 15:51:45,1,1,0,20,0,0.5,0.00,0.00,0.00,0
2025-12-10 15:52:06,1,1,0,20,0.003,0.5,0.00,0.00,0.00,0
2025-12-10 15:52:27,1,1,0,20,0.025,0.5,0.00,0.00,0.00,0
2025-12-10 15:52:48,1,1,0,20,0.018,0.5,0.00,0.00,0.00,0
2025-12-10 15:53:08,1,1,0,20,0.03,0.5,0.00,0.00,0.00,0
2025-12-10 15:53:29,1,1,0,20,0.019,0.5,0.00,0.00,0.00,0
2025-12-10 15:53:50,1,1,0,20,0.015,0.5,0.00,0.00,0.00,0
2025-12-10 15:54:11,1,1,0,20,0.016,0.5,0.00,0.00,0.00,0
2025-12-10 15:54:32,1,1,0,20,0.014,0.5,0.00,0.00,0.00,0
2025-12-10 15:54:53,1,1,0,20,0.025,0.5,0.00,0.00,0.00,0
2025-12-10 15:55:14,1,1,0,20,0.085,0.5,0.00,0.00,0.00,0
2025-12-10 15:55:35,1,1,0,20,0.138,0.5,0.00,0.00,0.00,0
2025-12-10 15:55:56,1,1,0,20,0.131,0.5,0.00,0.00,0.00,0
2025-12-10 15:56:17,1,1,0,20,0.123,0.5,0.00,0.00,0.00,0
2025-12-10 15:56:38,1,1,0,20,0.143,0.5,0.00,0.00,0.00,0
2025-12-10 15:56:59,1,1,0,20,0.14,0.5,0.00,0.00,0.00,0
2025-12-10 15:57:20,1,1,0,20,0.135,0.5,0.00,0.00,0.00,0
